# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
2592	YornoSo	throat (interior)	yɔ+gɔ
#
14018	BankanTey	throw (e.g. stone)	gis+e
14019	BenTey	throw (e.g. stone)	pɔt+ɔ
14020	Bunoge	throw (e.g. stone)	dɔŋg+ɛ
14021	DonnoSo	throw (e.g. stone)	kamb+a
14022	JamsayDouentza	throw (e.g. stone)	kam+a
14023	JamsayMondoro	throw (e.g. stone)	kam+a
14024	Mombo	throw (e.g. stone)	guj+e
14025	BonduSoNajamba	throw (e.g. stone)	gij+e
14026	BonduSoNajamba	throw (e.g. stone)	er+e
14027	Nanga	throw (e.g. stone)	gis+e
14028	Penange	throw (e.g. stone)	guj+e
14029	PergeTegu	throw (e.g. stone)	pɔt+ɔ
14030	TebulUre	throw (e.g. stone)	gid+e
14031	TebulUre	throw (e.g. stone)	dag+a
14032	Tiranige	throw (e.g. stone)	pɔr+ɔ
14033	TogoKan	throw (e.g. stone)	kam+a
14034	TommoSoTongoTongo	throw (e.g. stone)	jumb+o
14035	ToroTegu	throw (e.g. stone)	daaⁿ+sa
14036	YandaDom	throw (e.g. stone)	giz+e
14037	YornoSo	throw (e.g. stone)	kam+a
#
1999	BankanTey	thumb	naasi+riarⁿa
2000	BenTey	thumb	naasiiⁿa+rⁿa
2001	DogulDomBendiely	thumb	numɔ+napai
2002	DogulDomKundialang	thumb	numɔa+nap+y
2003	DonnoSo	thumb	numɔa+nna+pay
2004	JamsayDouentza	thumb	numoa+rⁿa
2005	Mombo	thumb	nɛɛsi+wala+y
2006	BonduSoNajamba	thumb	numa+sɛ+ndɔɔa+naa
2007	Nanga	thumb	lasi+riarⁿa
2008	PergeTegu	thumb	nuwⁿo+sⁿiiⁿarⁿa
2009	TogoKan	thumb	numɔa+rⁿabɔ+rⁿi
2010	TommoSoTongoTongo	thumb	numɔ+say+poo
2011	ToroTegu	thumb	lɔara
2012	YandaDom	thumb	numaa+na
2013	YornoSo	thumb	nɔyⁿa+rⁿay+ⁿ
#
6768	BankanTey	thunder (noun)	bo+ndu+kɔ+mu+rⁿɔ
6769	BenTey	thunder (noun)	bola+rwii
6770	DogulDomBendiely	thunder (noun)	dule
6771	DogulDomBendiely	thunder (noun)	alaadu+le
6772	DogulDomKundialang	thunder (noun)	alaadu+l+gu
6773	DonnoSo	thunder (noun)	anadɔ+du
6774	JamsayGourou	thunder (noun)	arⁿadu+ru
6775	JamsayDouentza	thunder (noun)	aruwu
6776	JamsayDouentza	thunder (noun)	arⁿaaru+wu
6777	BonduSoNajamba	thunder (noun)	galu
6778	Nanga	thunder (noun)	bo+ndi+mi+rⁿa
6779	Penange	thunder (noun)	dul+gu
6780	PergeTegu	thunder (noun)	arⁿadu+ru
6781	TebulUre	thunder (noun)	arⁿadu+lle
6782	Tiranige	thunder (noun)	gul+yowa
6783	Tiranige	thunder (noun)	guli+yowa
6784	TogoKan	thunder (noun)	arⁿudu+ru
6785	TommoSoTongoTongo	thunder (noun)	anaga+miye
6786	TommoSoTongoTongo	thunder (noun)	abaa
6787	ToroTegu	thunder (noun)	digu+ru
6788	YandaDom	thunder (noun)	ga+mii
6789	YandaDom	thunder (noun)	gamu+n
6790	YornoSo	thunder (noun)	arⁿaga+wⁿee
#
13659	BankanTey	tie, tie up (sth or sb, with a rope)	pa+a
13660	BenTey	tie, tie up (sth or sb, with a rope)	paɣ+a
13661	Bunoge	tie, tie up (sth or sb, with a rope)	sɔj+ɛ
13662	DogulDomBendiely	tie, tie up (sth or sb, with a rope)	kɔm+mɛ
13663	DogulDomKundialang	tie, tie up (sth or sb, with a rope)	kɔm+mɛ
13664	DonnoSo	tie, tie up (sth or sb, with a rope)	kɔm+mɛ
13665	JamsayGourou	tie, tie up (sth or sb, with a rope)	paɣ+a
13666	JamsayDouentza	tie, tie up (sth or sb, with a rope)	pag+a
13667	Mombo	tie, tie up (sth or sb, with a rope)	pag+e
13668	BonduSoNajamba	tie, tie up (sth or sb, with a rope)	pag+e
13669	Nanga	tie, tie up (sth or sb, with a rope)	pag+i
13670	Penange	tie, tie up (sth or sb, with a rope)	sɔj+ɛ
13671	PergeTegu	tie, tie up (sth or sb, with a rope)	pag+a
13672	TebulUre	tie, tie up (sth or sb, with a rope)	kɔmb+u
13673	Tiranige	tie, tie up (sth or sb, with a rope)	pag+o
13674	TogoKan	tie, tie up (sth or sb, with a rope)	pag+a
13675	TommoSoTongoTongo	tie, tie up (sth or sb, with a rope)	kɔm+mɔ
13676	ToroTegu	tie, tie up (sth or sb, with a rope)	pag+a
13677	YandaDom	tie, tie up (sth or sb, with a rope)	kɔm+ɔ
13678	YornoSo	tie, tie up (sth or sb, with a rope)	pag+a
13679	YornoSo	tie, tie up (sth or sb, with a rope)	kɔm+ɔ
#
8160	Ampari	time, moment in time	waga+ti
8161	BankanTey	time, moment in time	waw+tu
8162	BankanTey	time, moment in time	waga+tu
8163	BenTey	time, moment in time	waga+tu
8164	BenTey	time, moment in time	dogu+ru
8165	Bunoge	time, moment in time	waga+r
8166	Bunoge	time, moment in time	waa+g
8167	DogulDomBendiely	time, moment in time	waga+tu
8168	DogulDomBendiely	time, moment in time	waar
8169	DogulDomKundialang	time, moment in time	waar
8170	DogulDomKundialang	time, moment in time	waga+ti
8171	DonnoSo	time, moment in time	wagu+ru
8172	JamsayGourou	time, moment in time	dogu+ru
8173	JamsayDouentza	time, moment in time	waka+ti
8174	JamsayDouentza	time, moment in time	dogu+ru
8175	Mombo	time, moment in time	waga+ru
8176	BonduSoNajamba	time, moment in time	waga+ti
8177	BonduSoNajamba	time, moment in time	waka+ti
8178	BonduSoNajamba	time, moment in time	sara
8179	Nanga	time, moment in time	waga+di
8180	Nanga	time, moment in time	waga+ti
8181	Penange	time, moment in time	waga+r
8182	PergeTegu	time, moment in time	waga+tu
8183	PergeTegu	time, moment in time	dogu+ru
8184	TebulUre	time, moment in time	waga+du
8185	TebulUre	time, moment in time	waga+ti
8186	Tiranige	time, moment in time	waka+ti
8187	TogoKan	time, moment in time	teŋe
8188	TogoKan	time, moment in time	dogu+ru
8189	TommoSoTongoTongo	time, moment in time	waga+du
8190	TommoSoTongoTongo	time, moment in time	waaru
8191	ToroTegu	time, moment in time	tuwⁿɔ
8192	ToroTegu	time, moment in time	waka+tu
8193	ToroTegu	time, moment in time	waɣa+tu
8194	ToroTegu	time, moment in time	osutu+ru
8195	YandaDom	time, moment in time	waga+tu
8196	YandaDom	time, moment in time	dooru
8197	YornoSo	time, moment in time	waaru
8198	YornoSo	time, moment in time	dogu+ru
#
6162	BankanTey	tobacco (leaves, or for cigarettes)	tawa
6163	BenTey	tobacco (leaves, or for cigarettes)	tawa
6164	Bunoge	tobacco (leaves, or for cigarettes)	taba
6165	DogulDomBendiely	tobacco (leaves, or for cigarettes)	taba
6166	DogulDomKundialang	tobacco (leaves, or for cigarettes)	taba
6167	DonnoSo	tobacco (leaves, or for cigarettes)	taba
6168	JamsayGourou	tobacco (leaves, or for cigarettes)	tɔwɔ
6169	JamsayDouentza	tobacco (leaves, or for cigarettes)	tɔwɔ
6170	BonduSoNajamba	tobacco (leaves, or for cigarettes)	taba
6171	Nanga	tobacco (leaves, or for cigarettes)	tawa
6172	Penange	tobacco (leaves, or for cigarettes)	taba
6173	PergeTegu	tobacco (leaves, or for cigarettes)	tawa
6174	TebulUre	tobacco (leaves, or for cigarettes)	taba
6175	TebulUre	tobacco (leaves, or for cigarettes)	taba+kula
6176	Tiranige	tobacco (leaves, or for cigarettes)	tawa
6177	TogoKan	tobacco (leaves, or for cigarettes)	tɔɔwɔ
6178	TommoSoTongoTongo	tobacco (leaves, or for cigarettes)	tabe
6179	ToroTegu	tobacco (leaves, or for cigarettes)	tawa
6180	YandaDom	tobacco (leaves, or for cigarettes)	taba
6181	YornoSo	tobacco (leaves, or for cigarettes)	taba
#
6201	BankanTey	tobacco pipe	tawa+se+ŋgii
6202	BenTey	tobacco pipe	tawa+se+ŋgu+gu
6203	DogulDomBendiely	tobacco pipe	suse+gu
6204	DonnoSo	tobacco pipe	tabu+deŋ
6205	JamsayGourou	tobacco pipe	tɔwɔ+dey+ⁿ
6206	JamsayDouentza	tobacco pipe	tɔwɔ+dii+ⁿ
6207	Mombo	tobacco pipe	tabi+je
6208	BonduSoNajamba	tobacco pipe	taga+ju
6209	Nanga	tobacco pipe	tagin+ja
6210	Nanga	tobacco pipe	taŋin+ja
6211	PergeTegu	tobacco pipe	tawa+dɛy+ⁿ
6212	TebulUre	tobacco pipe	tab+du+go
6213	Tiranige	tobacco pipe	tawao+ri
6214	TogoKan	tobacco pipe	tɔɔwɔ+dɛ+ⁿ
6215	TommoSoTongoTongo	tobacco pipe	ta+ndoo
6216	ToroTegu	tobacco pipe	taagu+su
6217	YandaDom	tobacco pipe	ta+ndu+n
6218	YornoSo	tobacco pipe	tam+doy
#
8252	BankanTey	today	iye
8253	BenTey	today	iye
8254	Bunoge	today	jowⁿ
8255	DogulDomBendiely	today	iiye
8256	DogulDomKundialang	today	iiye
8257	DonnoSo	today	iye
8258	JamsayGourou	today	ige
8259	JamsayDouentza	today	ije
8260	JamsayMondoro	today	ije
8261	BonduSoNajamba	today	iyo
8262	Nanga	today	iye
8263	Penange	today	njo
8264	PergeTegu	today	iye
8265	TebulUre	today	yɔɔ
8266	Tiranige	today	yoo
8267	TogoKan	today	iye
8268	TommoSoTongoTongo	today	iiye
8269	ToroTegu	today	yo
8270	YandaDom	today	iye
8271	YornoSo	today	yee
#
2014	BankanTey	toe	ndɔsɔ+sirii
2015	BenTey	toe	lɔsɔ+sii
2016	Bunoge	toe	seese
2017	DogulDomBendiely	toe	naagu+sai+gu
2018	DogulDomKundialang	toe	naag+say+g
2019	DonnoSo	toe	kubɔ+say
2020	JamsayDouentza	toe	kɔɔii+ⁿ
2021	Mombo	toe	siisii
2022	BonduSoNajamba	toe	naasɛ+ndɔɔ
2023	Nanga	toe	lasi+rinja
2024	Penange	toe	sige+se
2025	PergeTegu	toe	kuwɔsii+ⁿ
2026	TebulUre	toe	laaiyɛ
2027	TogoKan	toe	kuwɔii+ⁿ
2028	TogoKan	toe	kuwɛɛ+ⁿ
2029	TommoSoTongoTongo	toe	anusa+y
2030	TomoKanDiangassagou	toe	kube+ʔii+ⁿ
2031	TomoKanSegue	toe	kubɛⁿ+ʔii+ⁿ
2032	ToroTegu	toe	kuwɔi+rⁿu
2033	YandaDom	toe	nay+ye
2034	YornoSo	toe	kubɔii
2035	YornoSo	toe	kubɔy
#
8313	BankanTey	tomorrow	ɛyⁿ
8314	BenTey	tomorrow	ɛyⁿ
8315	BenTey	tomorrow	ɛyⁿ#de
8316	Bunoge	tomorrow	ʔoga
8317	DogulDomBendiely	tomorrow	ɛɛni
8318	DogulDomKundialang	tomorrow	ɛɛni
8319	DonnoSo	tomorrow	yogo
8320	JamsayGourou	tomorrow	yogo
8321	JamsayDouentza	tomorrow	yogo
8322	JamsayMondoro	tomorrow	yogo
8323	Mombo	tomorrow	ɔgɔ
8324	BonduSoNajamba	tomorrow	ɛŋgu
8325	Nanga	tomorrow	ɛɛŋi
8326	Penange	tomorrow	oga
8327	PergeTegu	tomorrow	uŋgu
8328	TebulUre	tomorrow	ɛyⁿ
8331	TogoKan	tomorrow	yogo
8332	TommoSoTongoTongo	tomorrow	yogo
8333	ToroTegu	tomorrow	sira
8334	ToroTegu	tomorrow	huwⁿɔ
8335	YandaDom	tomorrow	ɛw
8336	YandaDom	tomorrow	ɛw#de
8337	YornoSo	tomorrow	yogo
#
15646	BankanTey	tongs (blacksmith's large pliers-like instrument)	ka+mbo
15647	BenTey	tongs (blacksmith's large pliers-like instrument)	ɛw
15648	Bunoge	tongs (blacksmith's large pliers-like instrument)	kaba+la
15649	DogulDomBendiely	tongs (blacksmith's large pliers-like instrument)	ɛwɔ
15650	DonnoSo	tongs (blacksmith's large pliers-like instrument)	ɛɛbɛ
15651	JamsayGourou	tongs (blacksmith's large pliers-like instrument)	ɛw
15652	JamsayDouentza	tongs (blacksmith's large pliers-like instrument)	ɛw
15653	JamsayMondoro	tongs (blacksmith's large pliers-like instrument)	ɛw
15654	Mombo	tongs (blacksmith's large pliers-like instrument)	kaba+la+ma
15655	BonduSoNajamba	tongs (blacksmith's large pliers-like instrument)	ɛɛ+go
15656	Nanga	tongs (blacksmith's large pliers-like instrument)	ɛɛ
15657	Penange	tongs (blacksmith's large pliers-like instrument)	kaba+la
15658	PergeTegu	tongs (blacksmith's large pliers-like instrument)	ɛw
15659	Tiranige	tongs (blacksmith's large pliers-like instrument)	ɛɛ
15660	TogoKan	tongs (blacksmith's large pliers-like instrument)	ɛw
15661	TommoSoTongoTongo	tongs (blacksmith's large pliers-like instrument)	ɛwɛ
15662	ToroTegu	tongs (blacksmith's large pliers-like instrument)	ka+m
15663	YandaDom	tongs (blacksmith's large pliers-like instrument)	ɛw
15664	YornoSo	tongs (blacksmith's large pliers-like instrument)	ɛw
#
2292	Ampari	tongue	ɛɛⁿtiyɛ
2293	BankanTey	tongue	lɛ+mbi+rɛ
2294	BenTey	tongue	lɛm+dɛɛ
2295	Bunoge	tongue	dɛ+ndɛ+be
2296	DogulDomBendiely	tongue	nɛɛ+nda
2297	DogulDomKundialang	tongue	nɛ+ndaa
2298	DonnoSo	tongue	nɛɛ+ndɛ
2299	JamsayGourou	tongue	nɛnɛ
2300	JamsayDouentza	tongue	nɛnɛ
2301	JamsayMondoro	tongue	nɛnɛ
2302	Mombo	tongue	nee+nde
2303	BonduSoNajamba	tongue	nɛ+ndɔɔ
2304	Nanga	tongue	nɛ+ndɛ
2305	Penange	tongue	nɛm+dɛ
2306	PergeTegu	tongue	lɛlɛ
2307	TebulUre	tongue	nɛ+ndɛ
2308	Tiranige	tongue	nɛɛ+ndɛ
2309	TogoKan	tongue	nɛnɛ
2310	TommoSoTongoTongo	tongue	nii+ndɛ
2311	TomoKanDiangassagou	tongue	lɛr+dɛ+ⁿ
2312	TomoKanSegue	tongue	yɛrɛ+dɛ+ⁿ
2313	ToroTegu	tongue	lela
2314	YandaDom	tongue	nɛm+da
2315	YornoSo	tongue	nɛnɛ
2316	YornoSo	tongue	nɛnɛɛ
#
2469	Ampari	tooth	ke+nda
2470	BankanTey	tooth	ɲirⁿɛ
2471	BankanTey	tooth	ŋirⁿɛ
2472	BenTey	tooth	irⁿu
2473	BenTey	tooth	irⁿi
2474	Bunoge	tooth	ʔini
2475	DogulDomBendiely	tooth	iino
2476	DogulDomKundialang	tooth	inoo
2477	DonnoSo	tooth	inu
2478	JamsayGourou	tooth	irⁿe
2479	JamsayDouentza	tooth	irⁿe
2480	JamsayMondoro	tooth	erⁿe
2481	Mombo	tooth	inni
2482	BonduSoNajamba	tooth	inɔɔ
2483	Nanga	tooth	nnɛ
2484	Nanga	tooth	inɛ
2485	Nanga	tooth	irⁿɛ
2486	Penange	tooth	ini
2487	PergeTegu	tooth	irⁿe
2488	TebulUre	tooth	inu
2489	TebulUre	tooth	in
2492	TogoKan	tooth	irⁿi
2493	TommoSoTongoTongo	tooth	inu
2494	TomoKanDiangassagou	tooth	ʔini
2495	TomoKanSegue	tooth	ʔini
2496	ToroTegu	tooth	jirⁿo
2497	YandaDom	tooth	in
2498	YornoSo	tooth	ɛn
#
14038	BankanTey	touch (with hand)	taw+a
14039	BenTey	touch (with hand)	taw+a
14040	Bunoge	touch (with hand)	nar+e
14041	DogulDomBendiely	touch (with hand)	tab+ɛ
14042	DonnoSo	touch (with hand)	tab+a
14043	DonnoSo	touch (with hand)	lar+a
14044	JamsayGourou	touch (with hand)	tɔw+ɔ
14045	JamsayDouentza	touch (with hand)	tɔw+ɔ
14046	JamsayMondoro	touch (with hand)	tɔw+ɔ
14047	Mombo	touch (with hand)	tab+ye+e
14048	BonduSoNajamba	touch (with hand)	doŋg+i
14049	Nanga	touch (with hand)	taw+a
14050	Penange	touch (with hand)	nar+e
14051	PergeTegu	touch (with hand)	taw+a
14052	TebulUre	touch (with hand)	tab+a
14055	TogoKan	touch (with hand)	tɔw+ɔ
14056	TommoSoTongoTongo	touch (with hand)	deŋ+e
14057	ToroTegu	touch (with hand)	dog+o
14058	YandaDom	touch (with hand)	tab+a+li
14059	YornoSo	touch (with hand)	tab+a
#
4586	BankanTey	trap	e+mbii
4587	BenTey	trap	guru+gusu
4588	BenTey	trap	gur+gusu
4589	Bunoge	trap	paa+nde
4590	DogulDomBendiely	trap	hiilɛ
4591	DogulDomKundialang	trap	pɛnɛ
4592	DonnoSo	trap	pɛnɛ
4593	JamsayGourou	trap	gɛ+ŋgɛ
4594	JamsayDouentza	trap	jɛnɛ+ŋɛ
4595	JamsayMondoro	trap	jɛnɛ+ŋɛ
4596	Mombo	trap	masa+w+ⁿ
4597	BonduSoNajamba	trap	pi+ndii
4598	BonduSoNajamba	trap	pi+ndii
4599	Nanga	trap	dew
4600	Penange	trap	paa+ndo
4601	PergeTegu	trap	jɛni+ŋgɛ
4602	Tiranige	trap	paa+nde
4603	TogoKan	trap	pɛrⁿɛ
4604	TommoSoTongoTongo	trap	ta+mba+la
4605	ToroTegu	trap	kuse+y
4606	YornoSo	trap	pɛrⁿɛ
#
3408	Ampari	tree bark	owa
3409	BankanTey	tree bark	tu+ndu
3410	BankanTey	tree bark	koko+mbu+bu
3411	BenTey	tree bark	kuko+mbii
3412	BenTey	tree bark	kiko+mbii
3413	BenTey	tree bark	ko+mbii
3414	Bunoge	tree bark	koba+li
3415	Bunoge	tree bark	tili+ŋge+koba+li
3416	DogulDomBendiely	tree bark	kiŋi+nɔkɔ+munu
3417	DogulDomKundialang	tree bark	kom+nu
3418	DonnoSo	tree bark	ko+mbee
3419	JamsayGourou	tree bark	zay+ⁿ
3420	JamsayDouentza	tree bark	jey
3421	JamsayDouentza	tree bark	jay+ⁿ
3422	JamsayMondoro	tree bark	kow
3423	Mombo	tree bark	ko+mbo+li
3424	Nanga	tree bark	tuma+poo
3425	Nanga	tree bark	tuma+koko+mbi
3426	Penange	tree bark	te+mbu
3427	PergeTegu	tree bark	gɛɛ+ⁿ
3428	TebulUre	tree bark	kobe
3429	Tiranige	tree bark	koy
3430	TogoKan	tree bark	kokoo
3431	TommoSoTongoTongo	tree bark	joy+ⁿ
3432	TommoSoTongoTongo	tree bark	koko+bu
3433	TomoKanSegue	tree bark	ku
3434	ToroTegu	tree bark	kow
3435	ToroTegu	tree bark	tiwⁿa+kow
3436	YandaDom	tree bark	time+sabu
#
6042	Ampari	tree or large woody shrub	ti+ŋgɔ
6043	BankanTey	tree or large woody shrub	time+y+ⁿ
6044	BenTey	tree or large woody shrub	tiwⁿɛ+y+ⁿ
6045	Bunoge	tree or large woody shrub	tili+ŋge
6046	DogulDomBendiely	tree or large woody shrub	kiŋu+nɔ
6047	DogulDomKundialang	tree or large woody shrub	kiŋ+nɔ
6048	DonnoSo	tree or large woody shrub	tim+mɛ
6049	JamsayDouentza	tree or large woody shrub	tiwⁿe
6050	JamsayMondoro	tree or large woody shrub	tiwⁿɛ
6051	Mombo	tree or large woody shrub	tini+ŋgɔ
6052	BonduSoNajamba	tree or large woody shrub	timɔɔ
6053	Nanga	tree or large woody shrub	tu+ma
6054	Penange	tree or large woody shrub	ti+ndi+gɔ
6055	PergeTegu	tree or large woody shrub	tiwⁿɛ
6056	TebulUre	tree or large woody shrub	ti+maa
6057	Tiranige	tree or large woody shrub	til+ŋgɔ
6058	TogoKan	tree or large woody shrub	ti+mɛ
6059	TommoSoTongoTongo	tree or large woody shrub	ti+mɛ
6060	TommoSoTongoTongo	tree or large woody shrub	ti+mɛ
6061	ToroTegu	tree or large woody shrub	tiwⁿa
6062	ToroTegu	tree or large woody shrub	tiwⁿa+naa
6063	YandaDom	tree or large woody shrub	ti+me
6064	YandaDom	tree or large woody shrub	ti+mɛ
6065	YornoSo	tree or large woody shrub	tɛwⁿɛ
#
5717	BankanTey	trough (of wood or metal, for drinking or to beat as a drum)	go+ndo
5718	BenTey	trough (of wood or metal, for drinking or to beat as a drum)	koro
5719	Bunoge	trough (of wood or metal, for drinking or to beat as a drum)	ʔaga+laawo
5720	DogulDomBendiely	trough (of wood or metal, for drinking or to beat as a drum)	koro
5721	DogulDomKundialang	trough (of wood or metal, for drinking or to beat as a drum)	koro
5722	DonnoSo	trough (of wood or metal, for drinking or to beat as a drum)	koro
5723	DonnoSo	trough (of wood or metal, for drinking or to beat as a drum)	korii
5724	JamsayGourou	trough (of wood or metal, for drinking or to beat as a drum)	koro
5725	JamsayDouentza	trough (of wood or metal, for drinking or to beat as a drum)	koro
5726	Mombo	trough (of wood or metal, for drinking or to beat as a drum)	to+ŋgo+lo
5727	BonduSoNajamba	trough (of wood or metal, for drinking or to beat as a drum)	go+ndu
5728	Nanga	trough (of wood or metal, for drinking or to beat as a drum)	go+ndo
5729	Penange	trough (of wood or metal, for drinking or to beat as a drum)	to+ŋgo+lo
5730	PergeTegu	trough (of wood or metal, for drinking or to beat as a drum)	koro
5731	TebulUre	trough (of wood or metal, for drinking or to beat as a drum)	koro
5732	TogoKan	trough (of wood or metal, for drinking or to beat as a drum)	koro
5733	TommoSoTongoTongo	trough (of wood or metal, for drinking or to beat as a drum)	kolo+ndo
5734	TomoKanSegue	trough (of wood or metal, for drinking or to beat as a drum)	koro
5735	ToroTegu	trough (of wood or metal, for drinking or to beat as a drum)	para
5736	YandaDom	trough (of wood or metal, for drinking or to beat as a drum)	koro
5737	YornoSo	trough (of wood or metal, for drinking or to beat as a drum)	koro
#
3396	BenTey	trunk (of tree)	tiwⁿɛ+yⁿbi+rⁿu
3397	Bunoge	trunk (of tree)	tili+ŋge+bugu+nde
3398	DogulDomBendiely	trunk (of tree)	du+ndu+ŋ
3399	JamsayDouentza	trunk (of tree)	tiwⁿe+bɔrɔ
3400	Mombo	trunk (of tree)	tini+ŋgɔ+nii
3401	Nanga	trunk (of tree)	tuma+du+mbo
3402	Penange	trunk (of tree)	du+ndu
3403	TebulUre	trunk (of tree)	timaa+bee
3404	Tiranige	trunk (of tree)	til+ŋgɔ+duŋɔ
3405	TommoSoTongoTongo	trunk (of tree)	timɛ+du+mɔ
3406	ToroTegu	trunk (of tree)	dutu
3407	YandaDom	trunk (of tree)	ba+mu
#
16918	BankanTey	turn off (light)	j+ɛ
16919	BenTey	turn off (light)	jiy+ɛ
16920	DogulDomKundialang	turn off (light)	gɛw+ɛ
16921	DonnoSo	turn off (light)	da+a
16922	JamsayDouentza	turn off (light)	ug+o
16923	JamsayMondoro	turn off (light)	ug+o
16924	Mombo	turn off (light)	gyɛ+ɛ
16925	BonduSoNajamba	turn off (light)	giy+ɛ
16926	Nanga	turn off (light)	jiy+ɛ
16927	PergeTegu	turn off (light)	ug+o
16928	TebulUre	turn off (light)	j+ɛ
16929	TogoKan	turn off (light)	darⁿ+a
16930	TommoSoTongoTongo	turn off (light)	da+a
16931	ToroTegu	turn off (light)	hum+ku
16932	YandaDom	turn off (light)	j+ɛ
16933	YornoSo	turn off (light)	da+a
#
16899	BankanTey	turn on (lights)	amb+i+ri
16900	BenTey	turn on (lights)	tal+i
16901	Bunoge	turn on (lights)	deb+a+mi
16902	DogulDomKundialang	turn on (lights)	taŋ+u+nd+e
16903	DonnoSo	turn on (lights)	taŋ+a+nd+a
16904	JamsayDouentza	turn on (lights)	tan+a+ŋa
16905	JamsayMondoro	turn on (lights)	tan+a+ŋa
16906	Mombo	turn on (lights)	tɔŋg+ɛ
16907	BonduSoNajamba	turn on (lights)	tog+a+nd+i
16908	Nanga	turn on (lights)	taŋ+a+nd+i
16909	Penange	turn on (lights)	tɔŋg+am+i
16910	PergeTegu	turn on (lights)	tan+ga
16911	TebulUre	turn on (lights)	taand+u
16912	Tiranige	turn on (lights)	taŋg+am+u
16913	TogoKan	turn on (lights)	tan+u+ga
16914	TommoSoTongoTongo	turn on (lights)	tɛŋ+i+nd+ɛ
16915	ToroTegu	turn on (lights)	lɔg+u+mɔ
16916	YandaDom	turn on (lights)	tɔɔnd+ɛ
16917	YornoSo	turn on (lights)	taŋ+a+ra
#
5564	BenTey	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+u+ru
5565	DonnoSo	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+ɔ+lɔ
5566	JamsayDouentza	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔɣ+ɔ+rɔ
5567	Mombo	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	kub+ɔ+kub+ɛ
5568	BonduSoNajamba	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bind+e
5569	Nanga	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+u+ru
5570	Nanga	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bind+em+i
5571	PergeTegu	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+ɔ+rɔ
5572	TebulUre	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+u+ru
5573	TogoKan	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+ɔ+rɔ
5574	TommoSoTongoTongo	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+u+rɔ
5575	ToroTegu	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	kus+o
5576	YandaDom	turn over (earth in field, with daba, to hold rainwater or to weed around peanut plants)	bɔg+u+rɔ
#
11747	BankanTey	twelve	pɛɛru+yoy
11748	BenTey	twelve	pɛrɛyeysa+a
11749	DogulDomBendiely	twelve	pɛɛlneegesig+a
11750	DogulDomKundialang	twelve	pɛɛlnegesig+a
11751	DonnoSo	twelve	pɛlugulɛygusig+ɛ
11752	JamsayDouentza	twelve	pɛrɛlɛysaɣ+a
11753	Mombo	twelve	pɛɛlunɛɛŋgasug+ɔ
11754	BonduSoNajamba	twelve	pɛɛsiganoo+y
11755	Nanga	twelve	pɛɛrwoysag+a
11756	PergeTegu	twelve	pɛrɛlɛysag+a
11757	TebulUre	twelve	pɛɛnɛleysag+a
11758	Tiranige	twelve	pɛsugɔniiŋg+a
11759	TogoKan	twelve	pɛrɛɛlɔɔsag+a
11760	TommoSoTongoTongo	twelve	pɛlugoneegosig+ɛ
11761	ToroTegu	twelve	pɛɛriile+y
11762	YandaDom	twelve	piyelloosi+i
11763	YornoSo	twelve	pɛlgulɛysig+ɛ
#
11708	BankanTey	twenty	pɛri+yey
11709	BenTey	twenty	peri+yey
11710	Bunoge	twenty	taalm+a
11711	Bunoge	twenty	taalum+a
11712	DogulDomBendiely	twenty	pɛneeg+e
11713	DogulDomKundialang	twenty	peneeg+e
11714	DonnoSo	twenty	peene+y
11715	JamsayDouentza	twenty	pɛllɛ+y
11716	Mombo	twenty	pɛɛnɛɛŋg+a
11717	BonduSoNajamba	twenty	pɔɔnɔ+y
11718	Nanga	twenty	peri+yey
11719	Penange	twenty	taalm+ɔ
11720	PergeTegu	twenty	pɛlle+y
11721	TebulUre	twenty	pɛgale+y
11722	Tiranige	twenty	pɛnɛŋg+a
11723	TogoKan	twenty	pɛlɔ+y
11724	TommoSoTongoTongo	twenty	pɛɛn+ee
11725	ToroTegu	twenty	pele+y
11726	YandaDom	twenty	pɔɔnɔ+ɔ
11727	YornoSo	twenty	pɛɛlɛ+y
#
8635	BankanTey	twice	na#yoy
8636	BenTey	twice	na#yey
8637	Bunoge	twice	so+ge#deega
8638	DogulDomBendiely	twice	naa#neege
8639	DogulDomKundialang	twice	naa#neege
8640	DonnoSo	twice	kubɔ#lɛy
8641	JamsayDouentza	twice	kɔɔ#lɛy
8642	Mombo	twice	siŋgi#nɛɛŋga
8643	BonduSoNajamba	twice	naa#nooy
8644	Nanga	twice	na#woy
8645	Penange	twice	sigoo+ŋge#nega
