# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
#
9581	BankanTey	demon, pagan devil opposed to God	sey+taani+m
9582	BenTey	demon, pagan devil opposed to God	sey+taanu+m
9583	DogulDomBendiely	demon, pagan devil opposed to God	seeta+n
9584	DogulDomBendiely	demon, pagan devil opposed to God	jinu
9585	DonnoSo	demon, pagan devil opposed to God	seedaa+nɛ
9586	DonnoSo	demon, pagan devil opposed to God	seetaa+nɛ
9587	JamsayDouentza	demon, pagan devil opposed to God	sey+daan
9588	Mombo	demon, pagan devil opposed to God	seta+ne
9589	BonduSoNajamba	demon, pagan devil opposed to God	seyɗaa+ni
9590	Nanga	demon, pagan devil opposed to God	segi+taa+ndi
9591	PergeTegu	demon, pagan devil opposed to God	sey+taan
9592	TebulUre	demon, pagan devil opposed to God	set+taa
9593	TogoKan	demon, pagan devil opposed to God	sitaa+nu
9594	TommoSoTongoTongo	demon, pagan devil opposed to God	jinu
9595	ToroTegu	demon, pagan devil opposed to God	sey+taani
9596	YandaDom	demon, pagan devil opposed to God	setaa+nu
9597	YornoSo	demon, pagan devil opposed to God	setaa+n
#
14850	BankanTey	depart, leave, exit, go from (a place)	go
14851	BenTey	depart, leave, exit, go from (a place)	go
14852	DogulDomBendiely	depart, leave, exit, go from (a place)	bɔl+ɛ
14853	DonnoSo	depart, leave, exit, go from (a place)	go+e
14854	JamsayGourou	depart, leave, exit, go from (a place)	go+o
14855	JamsayDouentza	depart, leave, exit, go from (a place)	go+o
14856	Mombo	depart, leave, exit, go from (a place)	dɛɛnd+ɛ
14857	BonduSoNajamba	depart, leave, exit, go from (a place)	gw+e
14858	Nanga	depart, leave, exit, go from (a place)	go+o
14859	PergeTegu	depart, leave, exit, go from (a place)	go+o
14860	Tiranige	depart, leave, exit, go from (a place)	go+o
14861	Tiranige	depart, leave, exit, go from (a place)	sal+e+go+o
14862	TogoKan	depart, leave, exit, go from (a place)	go+o
14863	TommoSoTongoTongo	depart, leave, exit, go from (a place)	go+o
14864	ToroTegu	depart, leave, exit, go from (a place)	go
14865	YandaDom	depart, leave, exit, go from (a place)	go
14866	YornoSo	depart, leave, exit, go from (a place)	go+o
#
8724	JamsayDouentza	desist from, cease (an activity)	go+o
8725	Mombo	desist from, cease (an activity)	dɛɛnd+ɛ
8726	BonduSoNajamba	desist from, cease (an activity)	iŋg+i+yɛ
8727	Penange	desist from, cease (an activity)	iŋg+i+rɛ
8728	TogoKan	desist from, cease (an activity)	dag+a
8729	TommoSoTongoTongo	desist from, cease (an activity)	pad+a
8730	ToroTegu	desist from, cease (an activity)	dɛl+a
#
16689	BonduSoNajamba	destroy (e.g. a village)	hal+kɛ
16690	TogoKan	destroy (e.g. a village)	tɛw+ɛ
16691	TommoSoTongoTongo	destroy (e.g. a village)	jɔg+ɔ
16692	YandaDom	destroy (e.g. a village)	guy+o
16693	YornoSo	destroy (e.g. a village)	jɔg+ɔ
#
6943	BankanTey	dew	erere+y
6944	BankanTey	dew	sawa+ndɛɛ+rɛ
6945	BenTey	dew	irenii
6946	BenTey	dew	erenii
6947	Bunoge	dew	ʔiwo+l+gɔ
6948	DogulDomBendiely	dew	oloolo
6949	DogulDomKundialang	dew	oloolo
6950	DonnoSo	dew	woobu
6951	JamsayGourou	dew	omno+nii
6952	JamsayDouentza	dew	omno+nii
6953	Mombo	dew	elele
6954	BonduSoNajamba	dew	elaa
6955	Nanga	dew	niisoo+ro
6956	Penange	dew	elele+mii
6957	PergeTegu	dew	omdo+nii
6958	TebulUre	dew	eelee
6959	Tiranige	dew	elele
6960	TogoKan	dew	orumo+dii
6961	TommoSoTongoTongo	dew	woobu
6962	ToroTegu	dew	ara+nda+ŋ
6963	YandaDom	dew	eel
6964	YornoSo	dew	wobu
#
15553	BankanTey	difficult (work)	num+
15554	BenTey	difficult (work)	num
15555	Bunoge	difficult (work)	kaand+a
15556	DogulDomBendiely	difficult (work)	mayig+u
15557	DogulDomKundialang	difficult (work)	mayg+u
15558	DonnoSo	difficult (work)	ɲaŋ
15559	JamsayDouentza	difficult (work)	nam
15560	Mombo	difficult (work)	maag+a
15561	BonduSoNajamba	difficult (work)	namiy+e
15562	BonduSoNajamba	difficult (work)	mayŋg+o
15563	Nanga	difficult (work)	nɔm+i
15564	Penange	difficult (work)	maag+a
15565	PergeTegu	difficult (work)	nam
15566	TebulUre	difficult (work)	nome+e
15567	TebulUre	difficult (work)	nome+e
15568	Tiranige	difficult (work)	maag+a
15569	TogoKan	difficult (work)	kir+ɛ
15570	TommoSoTongoTongo	difficult (work)	ɲam
15571	TommoSoTongoTongo	difficult (work)	ɛɛⁿ
15572	TommoSoTongoTongo	difficult (work)	mayyam
15573	ToroTegu	difficult (work)	naŋ
15574	YandaDom	difficult (work)	nam
15575	YornoSo	difficult (work)	nam
#
14472	BankanTey	dig (sth)	gaz+i
14473	BenTey	dig (sth)	gan+ji
14474	Bunoge	dig (sth)	gɔj+ɛ
14475	DogulDomKundialang	dig (sth)	gan+je
14476	DogulDomKundialang	dig (sth)	gul+e
14477	DonnoSo	dig (sth)	wan+ja
14478	JamsayGourou	dig (sth)	za+aⁿ
14479	JamsayDouentza	dig (sth)	ja+aⁿ
14480	JamsayMondoro	dig (sth)	ja+aⁿ
14481	Mombo	dig (sth)	gan+je
14482	BonduSoNajamba	dig (sth)	gul+e
14483	Nanga	dig (sth)	gan+ji
14484	Nanga	dig (sth)	gun+jo
14485	Penange	dig (sth)	gaj+e
14486	PergeTegu	dig (sth)	gan+ja
14487	TebulUre	dig (sth)	gul+o
14488	Tiranige	dig (sth)	kɔl+ɔ
14489	TogoKan	dig (sth)	ja+a
14490	TommoSoTongoTongo	dig (sth)	gul+o
14491	TommoSoTongoTongo	dig (sth)	wan+ja
14492	ToroTegu	dig (sth)	gas+a
14493	YandaDom	dig (sth)	gul+o
14494	YornoSo	dig (sth)	gul+o
#
15681	BankanTey	dirty	dɛkus+u
15682	BenTey	dirty	lɔɣ+ɔ
15683	Bunoge	dirty	dɛm+ɛ
15684	DogulDomBendiely	dirty	nɛm+ɛ
15685	DonnoSo	dirty	nɛm+iy
15686	JamsayDouentza	dirty	lɔɣɔgin
15687	Mombo	dirty	nɛm+ɛ
15688	BonduSoNajamba	dirty	niindiga+a
15689	Nanga	dirty	lisigirⁿɛ
15690	Penange	dirty	nɛmɛɛŋg+a
15691	PergeTegu	dirty	lɔgɔg+u
15692	Tiranige	dirty	nɛmɛs+a
15693	TogoKan	dirty	gɛmɛɲ+u
15694	TommoSoTongoTongo	dirty	nɛm+ɛ
15695	ToroTegu	dirty	dɔɔl+u
15696	YandaDom	dirty	nimd+e
15697	YornoSo	dirty	lɔgɔg+u
#
7509	JamsayDouentza	distant, remote (kinship)	waɣ+a
7510	Nanga	distant, remote (kinship)	wag+a
7511	TommoSoTongoTongo	distant, remote (kinship)	iruwag+e
7512	TommoSoTongoTongo	distant, remote (kinship)	irupal+a
7513	YornoSo	distant, remote (kinship)	wag+u
#
7886	BankanTey	ditch	ŋirⁿɛ
7887	BankanTey	ditch	ɲirⁿɛ
7888	BenTey	ditch	irⁿi
7889	Bunoge	ditch	ko+mbu
7890	DogulDomKundialang	ditch	eenuŋ
7891	DonnoSo	ditch	bo+ndo
7892	JamsayDouentza	ditch	goru
7893	BonduSoNajamba	ditch	goloo
7894	Nanga	ditch	kɛw
7895	PergeTegu	ditch	bolo+l
7896	TebulUre	ditch	cɛl+gɔ
7897	TebulUre	ditch	kɛl+gɔ
7898	Tiranige	ditch	bo+ndo
7899	TogoKan	ditch	urⁿu
7900	TommoSoTongoTongo	ditch	toto+lo
7901	TommoSoTongoTongo	ditch	nom+molo
7902	TommoSoTongoTongo	ditch	pɔⁿse
7903	TommoSoTongoTongo	ditch	gɔɔdɔ
7904	ToroTegu	ditch	polo
7905	YandaDom	ditch	gono+lo
7906	YornoSo	ditch	bonɔ
#
6601	BankanTey	dive forward into water (headfirst, usually with a running start)	jay+siy+e
6602	DogulDomKundialang	dive forward into water (headfirst, usually with a running start)	muy+ye
6603	DonnoSo	dive forward into water (headfirst, usually with a running start)	tomb+e
6604	BonduSoNajamba	dive forward into water (headfirst, usually with a running start)	tɛ+ɛ
6605	PergeTegu	dive forward into water (headfirst, usually with a running start)	jay+karⁿ+a
6606	TogoKan	dive forward into water (headfirst, usually with a running start)	pul+ɔ+bog+ota+a
6607	TommoSoTongoTongo	dive forward into water (headfirst, usually with a running start)	kuuk+uu+goy+oo
#
10645	BankanTey	divide, share (sth)	ker+i+ye
10646	BenTey	divide, share (sth)	ker+i+ye
10647	BenTey	divide, share (sth)	cer+i+ye
10648	Bunoge	divide, share (sth)	gamb+ag+e
10649	DogulDomKundialang	divide, share (sth)	kuk+u+lɛ
10650	DonnoSo	divide, share (sth)	gamb+il+ɛ+ɛ
10651	JamsayGourou	divide, share (sth)	gam+a+rⁿ+a
10652	JamsayGourou	divide, share (sth)	gos+o
10653	JamsayDouentza	divide, share (sth)	gam+a+rⁿ+a
10654	JamsayMondoro	divide, share (sth)	gam+a+rⁿ+a
10655	Mombo	divide, share (sth)	pur+u+ge
10656	BonduSoNajamba	divide, share (sth)	kaaŋg+iy+e
10657	Nanga	divide, share (sth)	ker+i+ye
10658	Penange	divide, share (sth)	wel+a+ge
10659	PergeTegu	divide, share (sth)	gam+da
10660	TebulUre	divide, share (sth)	geri+i
10661	Tiranige	divide, share (sth)	und+u+yo
10662	TogoKan	divide, share (sth)	gam+a+rⁿ+a
10663	TommoSoTongoTongo	divide, share (sth)	kab+i+lɛ
10664	TomoKanSegue	divide, share (sth)	kwɛ+ɛ
10665	ToroTegu	divide, share (sth)	hel+o
10666	YandaDom	divide, share (sth)	gamb+ul+ɛ
10667	YornoSo	divide, share (sth)	gam+a+la
#
15596	BankanTey	do forging, do a blacksmith's work	duw+a
15597	BenTey	do forging, do a blacksmith's work	duw+ɔ+duw+ɔ
15598	Bunoge	do forging, do a blacksmith's work	doj+u+dɔj+ɛ
15599	DonnoSo	do forging, do a blacksmith's work	dub+ɛ
15600	JamsayGourou	do forging, do a blacksmith's work	duw+ɔ
15601	JamsayDouentza	do forging, do a blacksmith's work	duw+ɔ+duw+ɔ
15602	Mombo	do forging, do a blacksmith's work	dɔz+i+dɔz+ɛ
15603	BonduSoNajamba	do forging, do a blacksmith's work	dub+i+ŋg+and+ubɛ
15604	Nanga	do forging, do a blacksmith's work	duw+a+duw+ɔ
15605	Penange	do forging, do a blacksmith's work	doj+u+dɔj+ɛ
15606	PergeTegu	do forging, do a blacksmith's work	duw+ɔ+duw+ɔ
15607	Tiranige	do forging, do a blacksmith's work	duw+a+duw+ɔ
15608	TogoKan	do forging, do a blacksmith's work	duw+ɔ+duw+ɔ
15609	TommoSoTongoTongo	do forging, do a blacksmith's work	dub+ɔ
15610	ToroTegu	do forging, do a blacksmith's work	duw+ɔ
15611	YandaDom	do forging, do a blacksmith's work	dub+a+dub+ɔ
15612	YornoSo	do forging, do a blacksmith's work	dub+ɔ+dub+ɔ
#
14263	BenTey	do some carving (of wood)	joŋg+or+ojar+a
14264	TommoSoTongoTongo	do some carving (of wood)	nob+i+len+aba
14265	YornoSo	do some carving (of wood)	lob+o+lol+aba
#
15453	BankanTey	do, make	kaŋ
15454	BenTey	do, make	ka+yⁿ
15455	Bunoge	do, make	kan+i
15456	DogulDomBendiely	do, make	kan+ɛ
15457	DogulDomKundialang	do, make	kan+e
15458	DonnoSo	do, make	kan+a
15459	JamsayGourou	do, make	karⁿ+a
15460	JamsayDouentza	do, make	karⁿ+a
15461	JamsayMondoro	do, make	karⁿ+a
15462	Mombo	do, make	kan+i
15463	BonduSoNajamba	do, make	kan+e
15464	Nanga	do, make	karⁿ+i
15465	Penange	do, make	kan+i
15466	Penange	do, make	kan+i
15467	PergeTegu	do, make	karⁿ+a
15468	TebulUre	do, make	kan
15469	Tiranige	do, make	kan+u
15470	TogoKan	do, make	bir+ɛ
15471	TommoSoTongoTongo	do, make	kan+a
15472	ToroTegu	do, make	karⁿ+a
15473	YandaDom	do, make	kar+ⁿali
15474	YornoSo	do, make	karⁿ+a
#
10604	BankanTey	doctor	dɔgɔ+tɔrɔ+m
10605	BenTey	doctor	dɔɣɔ+tɔrɔ+m
10606	Bunoge	doctor	dɔgɔ+tɔrɔ
10607	DogulDomKundialang	doctor	dɔg+tɔrɔ
10608	DonnoSo	doctor	dɔgɔ+tɔrɔ
10609	JamsayDouentza	doctor	dɔɣɔ+tɔrɔ
10610	Mombo	doctor	dɔku+tɔrɔ
10611	BonduSoNajamba	doctor	dɔgɔ+tɔrɔ
10612	Nanga	doctor	dɔgɔ+tɔrɔ
10613	Penange	doctor	dɔgɔ+tɔrɔ
10614	PergeTegu	doctor	dɔgɔ+tɔrɔ
10615	TebulUre	doctor	dɔgɔ+tɔrɔ
10616	Tiranige	doctor	dɔgɔ+tɔrɔ
10617	TogoKan	doctor	dɔgɔ+tɔrɔ
10618	TommoSoTongoTongo	doctor	dɔgɔ+tɔrɔ
10619	ToroTegu	doctor	dɔkɔ+tɔrɔ
10620	YandaDom	doctor	dɔgɔ+tɔrɔ
10621	YornoSo	doctor	dɔgɔ+tɔrɔ
#
123	Ampari	dog	ijɛ
124	BankanTey	dog	njeru+m
125	BenTey	dog	injɛ+m
126	Bunoge	dog	ʔin+jɛ
127	DogulDomBendiely	dog	uŋɔ
128	DogulDomKundialang	dog	uŋɔŋ
129	DonnoSo	dog	idu
130	JamsayGourou	dog	izu
131	JamsayDouentza	dog	iju
132	JamsayMondoro	dog	iju
133	Mombo	dog	injɛ
134	BonduSoNajamba	dog	ŋg+wɛɛ
135	Nanga	dog	nɛrⁿi
136	Penange	dog	ŋkɛ
137	PergeTegu	dog	isu
138	TebulUre	dog	injɛɛ
139	Tiranige	dog	iinjɛ
140	Tiranige	dog	ii+ŋgɛ
141	TogoKan	dog	isi
142	TommoSoTongoTongo	dog	ise
143	TomoKanDiangassagou	dog	uju
144	TomoKanSegue	dog	ʔuju
145	ToroTegu	dog	nenu
146	YandaDom	dog	injɛ
147	YandaDom	dog	njɛ
148	YornoSo	dog	iju
#
1	BankanTey	domestic animal (esp. livestock)	jaw+di+m
2	BankanTey	domestic animal (esp. livestock)	daaba+m
3	BenTey	domestic animal (esp. livestock)	arsɛɛ+m
4	Bunoge	domestic animal (esp. livestock)	kɔ+mbɔ
5	DogulDomBendiely	domestic animal (esp. livestock)	bɛlɛ+g
6	DogulDomBendiely	domestic animal (esp. livestock)	bɛlɛ+gu
7	DonnoSo	domestic animal (esp. livestock)	bɛlu
8	DonnoSo	domestic animal (esp. livestock)	bɛlu
9	JamsayGourou	domestic animal (esp. livestock)	gar+sɛ+gɛ
10	JamsayDouentza	domestic animal (esp. livestock)	asɛ+gɛ
11	JamsayDouentza	domestic animal (esp. livestock)	gasɛ+gɛ
12	JamsayMondoro	domestic animal (esp. livestock)	asɛ+gɛ
13	Mombo	domestic animal (esp. livestock)	debu+bɛli
14	Mombo	domestic animal (esp. livestock)	bɛli
15	BonduSoNajamba	domestic animal (esp. livestock)	dumɛ+ŋgo
17	Nanga	domestic animal (esp. livestock)	gasɛ+gɛ
18	Penange	domestic animal (esp. livestock)	daaba
19	PergeTegu	domestic animal (esp. livestock)	asɛ+gɛ
20	TebulUre	domestic animal (esp. livestock)	asɛ+gɛ
21	TebulUre	domestic animal (esp. livestock)	gasɛ+gɛ
24	TogoKan	domestic animal (esp. livestock)	girⁿia+rusɛ+gɛ
25	TommoSoTongoTongo	domestic animal (esp. livestock)	ginɛy+bɛlu
26	TommoSoTongoTongo	domestic animal (esp. livestock)	bɛlu
27	TomoKanDiangassagou	domestic animal (esp. livestock)	daabaa
28	ToroTegu	domestic animal (esp. livestock)	aruza+ka
29	ToroTegu	domestic animal (esp. livestock)	arza+ga
30	YandaDom	domestic animal (esp. livestock)	azɛ+gɛ
31	YandaDom	domestic animal (esp. livestock)	asɛ+gɛ
32	YornoSo	domestic animal (esp. livestock)	arusɛ+gɛ
#
451	BankanTey	donkey	duru+m
452	BenTey	donkey	suru+bɔ+ŋgɔ+m
453	BenTey	donkey	subɔ+ŋgɔ+m
454	BenTey	donkey	subɔ+ŋgɔ+m
455	Bunoge	donkey	kolo+mu
456	DogulDomBendiely	donkey	dulu+gu
457	DogulDomKundialang	donkey	dulu+g
458	DonnoSo	donkey	ja+ŋgu+ru
459	JamsayGourou	donkey	zam+duru
460	JamsayDouentza	donkey	jam+duru
461	JamsayDouentza	donkey	ja+ndu+ru
462	JamsayMondoro	donkey	ja+ndu+ru
463	Mombo	donkey	kɔn+yɔ
464	BonduSoNajamba	donkey	par+ŋga
465	BonduSoNajamba	donkey	para+ŋga
466	Nanga	donkey	suma+ŋa
467	Penange	donkey	kolo+kolo
468	PergeTegu	donkey	jam+duru
469	TebulUre	donkey	zam+dile
472	TogoKan	donkey	jɔⁿtu+ru
473	TommoSoTongoTongo	donkey	ja+ndu+lu
474	TommoSoTongoTongo	donkey	dulu
475	TomoKanDiangassagou	donkey	jo+ndu
476	TomoKanSegue	donkey	jo+ndo
477	ToroTegu	donkey	za+ndu+ru
478	YandaDom	donkey	zam+duru
479	YandaDom	donkey	zam+turu
480	YornoSo	donkey	jam+dul
#
6394	BankanTey	doorway (passage)	oro+mbuu
6395	BenTey	doorway (passage)	uro+moo
6396	DogulDomBendiely	doorway (passage)	dolo
6397	DogulDomKundialang	doorway (passage)	dolo
6398	DonnoSo	doorway (passage)	molu+gulu
6399	JamsayDouentza	doorway (passage)	maakaa
6400	JamsayDouentza	doorway (passage)	mɔɔkaa
6401	JamsayMondoro	doorway (passage)	maakaa
6402	Mombo	doorway (passage)	o+ndo+li
6403	BonduSoNajamba	doorway (passage)	olegi+ri
6404	Nanga	doorway (passage)	ndonɔɔ
6405	Penange	doorway (passage)	igodo+n
6406	PergeTegu	doorway (passage)	osukaa
6407	TebulUre	doorway (passage)	ulo+mbu+go
6408	Tiranige	doorway (passage)	ɔ+mɔ
6409	TogoKan	doorway (passage)	girⁿi+ka+ⁿ
6410	TommoSoTongoTongo	doorway (passage)	moli+gieaŋa
6411	ToroTegu	doorway (passage)	iloka
6412	YandaDom	doorway (passage)	mbol
6413	YornoSo	doorway (passage)	mɔn+gilea+ŋa
#
4738	BankanTey	dough made by pounding millet grain in mortar with water, for cream of millet	pirⁿa+kɛ+ndɛ
4739	BenTey	dough made by pounding millet grain in mortar with water, for cream of millet	pirⁿa+cɛlɛ
4740	DogulDomKundialang	dough made by pounding millet grain in mortar with water, for cream of millet	bu+ndu
4741	DonnoSo	dough made by pounding millet grain in mortar with water, for cream of millet	punɔ+ja+ŋgu
4742	JamsayDouentza	dough made by pounding millet grain in mortar with water, for cream of millet	pirⁿe+cɛnɛ
4743	Mombo	dough made by pounding millet grain in mortar with water, for cream of millet	kaa+ŋga
4744	BonduSoNajamba	dough made by pounding millet grain in mortar with water, for cream of millet	sol+ŋgo
4745	Nanga	dough made by pounding millet grain in mortar with water, for cream of millet	siri+kɛ+ndɛ
4746	PergeTegu	dough made by pounding millet grain in mortar with water, for cream of millet	pirⁿe+kɛlɛ
4747	TebulUre	dough made by pounding millet grain in mortar with water, for cream of millet	sol+kɛ+ndɛ
4748	TogoKan	dough made by pounding millet grain in mortar with water, for cream of millet	purⁿu+lo+gu
4749	TommoSoTongoTongo	dough made by pounding millet grain in mortar with water, for cream of millet	solu+ja+ŋgu
4750	ToroTegu	dough made by pounding millet grain in mortar with water, for cream of millet	ɲɛc+cɛ
4751	YandaDom	dough made by pounding millet grain in mortar with water, for cream of millet	sol+ci+nda
4752	YornoSo	dough made by pounding millet grain in mortar with water, for cream of millet	pɔrⁿɔ+lo+gu
4753	YornoSo	dough made by pounding millet grain in mortar with water, for cream of millet	pɔrⁿɔ+jaŋu
#
14219	JamsayDouentza	draw (an image) (verb only)	sij+e
14220	Mombo	draw (an image) (verb only)	sij+e
14221	BonduSoNajamba	draw (an image) (verb only)	nat+ɛ
14222	PergeTegu	draw (an image) (verb only)	nat+a
14223	TogoKan	draw (an image) (verb only)	tɔŋ+ɔ
14224	TommoSoTongoTongo	draw (an image) (verb only)	jɔɔ+ⁿ
14225	YornoSo	draw (an image) (verb only)	yal+a+yal
#
14519	BankanTey	dream (verb only)	dir+e
14520	BenTey	dream (verb only)	dir+e
14521	Bunoge	dream (verb only)	maay+e
14522	DogulDomBendiely	dream (verb only)	yul+ɛ
14523	DonnoSo	dream (verb only)	yer+e
14524	JamsayGourou	dream (verb only)	mos+o
14525	JamsayDouentza	dream (verb only)	muɲ+o
14526	JamsayMondoro	dream (verb only)	muɲ+o
14527	Mombo	dream (verb only)	aman+je
14528	BonduSoNajamba	dream (verb only)	maŋg+ir+iyɛ
14529	Nanga	dream (verb only)	mon+jur+o
14530	Penange	dream (verb only)	amb+a+ye
14531	PergeTegu	dream (verb only)	mɔɔɲ+ɔ
14532	Tiranige	dream (verb only)	yam+a+nj+o
14533	TogoKan	dream (verb only)	muɲ+ɔ+rⁿ+ɔ
14534	TommoSoTongoTongo	dream (verb only)	yel+e
14535	ToroTegu	dream (verb only)	moos+o
14536	YandaDom	dream (verb only)	maz+i+nd+iyɛ
14537	YornoSo	dream (verb only)	yel+e
#
4011	Ampari	drink (sth)	nɔɛ
4012	BankanTey	drink (sth)	n+ɔ
4013	BenTey	drink (sth)	n+ɔ
4014	Bunoge	drink (sth)	nɛ+ɛ
4015	DogulDomBendiely	drink (sth)	nɛɛ
4016	DogulDomKundialang	drink (sth)	nɛ+ɛ
4017	DonnoSo	drink (sth)	nɔɛ
4018	JamsayGourou	drink (sth)	nɔ+ɔ
4019	JamsayDouentza	drink (sth)	nɔ+ɔ
4020	JamsayMondoro	drink (sth)	nɔ+ɔ
4021	Mombo	drink (sth)	nyɛ+ɛ
4022	BonduSoNajamba	drink (sth)	n+ɛ
4023	Nanga	drink (sth)	nɔ+ɔ
4024	Penange	drink (sth)	nɛ+ɛ
4025	PergeTegu	drink (sth)	nɛ+ɛ
4026	TebulUre	drink (sth)	ɲ+ɛ
4027	Tiranige	drink (sth)	ɲɛ+ɛ
4028	TogoKan	drink (sth)	nɔ+ɔ
4029	TommoSoTongoTongo	drink (sth)	nɔɔ
4030	TomoKanSegue	drink (sth)	nwɛ+ɛ
4031	ToroTegu	drink (sth)	n+ɛ
4032	YandaDom	drink (sth)	niyⁿ+ɛ
4033	YornoSo	drink (sth)	nɔ+ɔ
#
14002	BankanTey	drive (vehicle)	num+a
14003	BenTey	drive (vehicle)	jɔɔmb+u
14004	Bunoge	drive (vehicle)	dud+u+num+i
14005	DonnoSo	drive (vehicle)	jɔm+mɔ
14006	JamsayDouentza	drive (vehicle)	jɔɔm+ɔ
14007	Mombo	drive (vehicle)	dug+u+rom+i
14008	BonduSoNajamba	drive (vehicle)	yob+a+m
14009	Nanga	drive (vehicle)	yɔg+ɔ+mi
14010	Penange	drive (vehicle)	dug+u+rom+i
14011	PergeTegu	drive (vehicle)	jɔm+ɔ
14012	Tiranige	drive (vehicle)	dud+u+ruy+omu
14013	TogoKan	drive (vehicle)	jom+o
14014	TommoSoTongoTongo	drive (vehicle)	ja+a
14015	ToroTegu	drive (vehicle)	zɔm+ɔ
14016	YandaDom	drive (vehicle)	zɔb+ɔ+mɔ
14017	YornoSo	drive (vehicle)	jɔm+nɔ
#
16142	Ampari	dry (adjective)	maa+yⁿ
16143	BankanTey	dry (adjective)	ma+wⁿ
16144	BenTey	dry (adjective)	ma+a
16145	Bunoge	dry (adjective)	ɲaaŋ+i
16146	DogulDomBendiely	dry (adjective)	maɲ+o
16147	DogulDomKundialang	dry (adjective)	maɲɲ+o
16148	DonnoSo	dry (adjective)	ma+y
16149	JamsayDouentza	dry (adjective)	ma+yⁿ
16150	Mombo	dry (adjective)	may+e
16151	BonduSoNajamba	dry (adjective)	mayo+o
16152	Nanga	dry (adjective)	ma+a
16153	Penange	dry (adjective)	mɛ+ɛ
16154	PergeTegu	dry (adjective)	ma+yⁿ
16155	TebulUre	dry (adjective)	maɛⁿ
16156	TebulUre	dry (adjective)	maɛⁿ
16157	Tiranige	dry (adjective)	maniyes+a
16158	Tiranige	dry (adjective)	ma+yⁿ
16159	TogoKan	dry (adjective)	ma
16160	TommoSoTongoTongo	dry (adjective)	m+aa
16161	ToroTegu	dry (adjective)	ma+yⁿ
16162	YandaDom	dry (adjective)	ma+yⁿ
16163	YornoSo	dry (adjective)	ma+a
#
10176	BankanTey	dupe, cheat, trick (sb)	hiil+a+kaŋ
10177	BenTey	dupe, cheat, trick (sb)	hiil+ɛ
10178	BenTey	dupe, cheat, trick (sb)	namb+ar+a
10179	DonnoSo	dupe, cheat, trick (sb)	dɔb+ɛ
10180	JamsayDouentza	dupe, cheat, trick (sb)	hiil+ɛ
10181	Mombo	dupe, cheat, trick (sb)	namb+ar+akan+i
10182	BonduSoNajamba	dupe, cheat, trick (sb)	hiil+ɛ
10183	Nanga	dupe, cheat, trick (sb)	hiil+i
10184	PergeTegu	dupe, cheat, trick (sb)	hiil+ɛ
10185	TebulUre	dupe, cheat, trick (sb)	hiil+ɛ
10186	TogoKan	dupe, cheat, trick (sb)	hiil+ɛ+m
10187	TommoSoTongoTongo	dupe, cheat, trick (sb)	jamb+ak+ana
10188	TommoSoTongoTongo	dupe, cheat, trick (sb)	dɔb+ɔ
10189	ToroTegu	dupe, cheat, trick (sb)	karⁿ+a
10190	YandaDom	dupe, cheat, trick (sb)	hiil+ɛ
10191	YornoSo	dupe, cheat, trick (sb)	jam+a
#
5984	BankanTey	dust	kɔkɔ+rɔy
5985	BenTey	dust	kukɔ+rɔy
5986	Bunoge	dust	kulɛ+ŋku+lɛ
5987	DogulDomBendiely	dust	ugte+le
5988	DogulDomKundialang	dust	ugte+le
5989	DonnoSo	dust	pur+guŋ
5990	JamsayGourou	dust	kɔŋɔ
5991	JamsayDouentza	dust	kɔŋɔ
5992	JamsayMondoro	dust	kɔŋɔ
5993	Mombo	dust	ku+nda+le
5994	BonduSoNajamba	dust	kulɛ+kulɛ+ŋgo
5995	Nanga	dust	kɔ+ŋgɔ
5996	Penange	dust	ku+nda+le
5997	PergeTegu	dust	kɔ+ŋgɔ
5998	PergeTegu	dust	ku+ŋgɔ
5999	TebulUre	dust	kɔ+ŋgu
6000	Tiranige	dust	ko+ŋgo
6001	Tiranige	dust	ko+ŋgo+ŋ
6002	TogoKan	dust	puru+gi+ⁿ
6003	TommoSoTongoTongo	dust	uggu+nnɔ
6004	ToroTegu	dust	kuso
6005	YandaDom	dust	urⁿa
6006	YornoSo	dust	kɔŋɔ
#
15820	BenTey	dye, apply colors to (fabric)	gar+aa+gayⁿ
15821	JamsayDouentza	dye, apply colors to (fabric)	gar+a+kun+o
15822	BonduSoNajamba	dye, apply colors to (fabric)	gal+a+gan
15823	Nanga	dye, apply colors to (fabric)	gar+a+garⁿ+i
15824	PergeTegu	dye, apply colors to (fabric)	gar+a+kul+o
15825	TogoKan	dye, apply colors to (fabric)	gar+a+kun
15826	ToroTegu	dye, apply colors to (fabric)	lig+o
15827	YandaDom	dye, apply colors to (fabric)	gal+a+kund+o
15828	YornoSo	dye, apply colors to (fabric)	gal+a+kun+ɔ
#
2173	Ampari	ear	sugu+ru
2174	BankanTey	ear	sun
2175	BenTey	ear	susu+rⁿu
2176	Bunoge	ear	sugu+le
2177	DogulDomBendiely	ear	suŋu+nu
2178	DogulDomKundialang	ear	suŋ+nu
2179	DonnoSo	ear	sugu+lu
2180	JamsayGourou	ear	suŋu+n
2181	JamsayDouentza	ear	sun
2182	JamsayDouentza	ear	sun+lege+re
2183	JamsayMondoro	ear	sun
2184	Mombo	ear	sugu+li
2186	BonduSoNajamba	ear	sunu+nu
2187	Nanga	ear	suŋu+rⁿi
2188	Penange	ear	sugu+lye
