ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
3463	YornoSo	leaf (of plant)	lɛɛ	l ɛɛ	7500	l ɛɛ
12595	BankanTey	learn, be trained	da	d a	7505	d a - -
12596	BenTey	learn, be trained	ba	b a	7506	b a - -
12597	Bunoge	learn, be trained	wɛl+ɛ	w ɛ l + ɛ	7508	w ɛ l + ɛ
12598	DogulDomBendiely	learn, be trained	wɛɛr+i+yɛ	w ɛɛ r + i + yɛ	7509	w ɛɛ r + i + yɛ
12599	DonnoSo	learn, be trained	baagɛ+ɛ	b aa g ɛ + ɛ	7510	b aa g ɛ + ɛ
12600	JamsayDouentza	learn, be trained	ba+a	b a + a	7506	b a + a
12601	Mombo	learn, be trained	nun+u+nd+ɛ	n u n + u + n d + ɛ	7512	n u n + u + n d + ɛ
12602	BonduSoNajamba	learn, be trained	bay+e	b ay + e	7506	b ay + e
12603	Nanga	learn, be trained	da+a	d a + a	7505	d a + a
12604	Penange	learn, be trained	num+dɛ	n u m + d ɛ	7514	n u m + d ɛ
12605	PergeTegu	learn, be trained	ba+a	b a + a	7506	b a + a
12606	TebulUre	learn, be trained	ɲa+a	ɲ a + a	7516	ɲ a + a
12607	Tiranige	learn, be trained	nun+u+nd+ɔ	n u n + u + n d + ɔ	7512	n u n + u + n d + ɔ
12608	TogoKan	learn, be trained	ba+a	b a + a	7506	b a + a
12609	TommoSoTongoTongo	learn, be trained	de+e	d e + e	7519	d e + e
12610	ToroTegu	learn, be trained	lɔw	l ɔ w	7520	l ɔ w - - - - - - -
12611	ToroTegu	learn, be trained	lɔw+ɔ+lɔ+ɔ	l ɔ w + ɔ + l ɔ + ɔ	7520	l ɔ w + ɔ + l ɔ + ɔ
12612	YandaDom	learn, be trained	wɛɛd+i+yɛ	w ɛɛ d + i + yɛ	7509	w ɛɛ d + i + yɛ
12613	YornoSo	learn, be trained	de+e	d e + e	7519	d e + e
9276	BankanTey	leatherworker (caste, they make leather bags and amulet wallets)	zo+mbu+m	z o + m b u + m	7521	z o + m b u + m
9277	BenTey	leatherworker (caste, they make leather bags and amulet wallets)	jo+mbu+m	j o + m b u + m	7521	j o + m b u + m
9278	Bunoge	leatherworker (caste, they make leather bags and amulet wallets)	ja+mbu	j a + m b u	7523	j a + m b u
9279	DogulDomKundialang	leatherworker (caste, they make leather bags and amulet wallets)	gɔɔ	g ɔɔ	7525	g ɔɔ - -
9280	DonnoSo	leatherworker (caste, they make leather bags and amulet wallets)	jaŋ	j a ŋ	7526	j a ŋ
9281	JamsayGourou	leatherworker (caste, they make leather bags and amulet wallets)	goon	g oo n	7525	g oo n -
9282	JamsayDouentza	leatherworker (caste, they make leather bags and amulet wallets)	ja+m	j a + m	7523	j a + m - -
9283	JamsayDouentza	leatherworker (caste, they make leather bags and amulet wallets)	jami+n	j a m i + n	7533	j a m i + n -
9284	JamsayMondoro	leatherworker (caste, they make leather bags and amulet wallets)	ja+m	j a + m	7523	j a + m - -
9285	Mombo	leatherworker (caste, they make leather bags and amulet wallets)	kaalo	k aa l o	7530	k aa l o
9286	BonduSoNajamba	leatherworker (caste, they make leather bags and amulet wallets)	ja+mbe	j a + m b e	7523	j a + m b e
9287	Nanga	leatherworker (caste, they make leather bags and amulet wallets)	jo+mbi	j o + m b i	7523	j o + m b i
9288	Penange	leatherworker (caste, they make leather bags and amulet wallets)	kaalo	k aa l o	7530	k aa l o
9289	PergeTegu	leatherworker (caste, they make leather bags and amulet wallets)	jam+nu	j a m + n u	7533	j a m - + n u
9290	TebulUre	leatherworker (caste, they make leather bags and amulet wallets)	zo+mee	z o + m ee	7534	z o + m ee
9291	Tiranige	leatherworker (caste, they make leather bags and amulet wallets)	yaw+ⁿ	ya w +ⁿ	7535	ya w +ⁿ
9292	Tiranige	leatherworker (caste, they make leather bags and amulet wallets)	jaŋ	j a ŋ	7526	j a ŋ
9293	TogoKan	leatherworker (caste, they make leather bags and amulet wallets)	gɔɔ+ⁿ	g ɔɔ +ⁿ	7525	g ɔɔ - +ⁿ
9294	TommoSoTongoTongo	leatherworker (caste, they make leather bags and amulet wallets)	jam+na	j a m + n a	7533	j a m - + n a
9295	YandaDom	leatherworker (caste, they make leather bags and amulet wallets)	za+mɛ	z a + m ɛ	7534	z a + m ɛ
9296	YornoSo	leatherworker (caste, they make leather bags and amulet wallets)	ja+m	j a + m	7523	j a + m - -
14828	BankanTey	leave, abandon (sb, sth)	duw+a+ti	d u w + a + t i	7536	d u w + a + t i
14829	BenTey	leave, abandon (sb, sth)	duw+ɔ	d u w + ɔ	7536	d u w + ɔ - - -
14830	Bunoge	leave, abandon (sb, sth)	mɛŋ+ɛ	m ɛ ŋ + ɛ	7539	m ɛ ŋ + ɛ
14831	DogulDomBendiely	leave, abandon (sb, sth)	jumb+e	j u m b + e	7540	j u m b + e
14832	DonnoSo	leave, abandon (sb, sth)	pad+a	p a d + a	7541	p a d + a
14833	JamsayGourou	leave, abandon (sb, sth)	daɣ+a	d a ɣ + a	7542	d a ɣ + a
14834	JamsayDouentza	leave, abandon (sb, sth)	daɣ+a	d a ɣ + a	7542	d a ɣ + a
14835	JamsayMondoro	leave, abandon (sb, sth)	daɣ+a	d a ɣ + a	7542	d a ɣ + a
14836	Mombo	leave, abandon (sb, sth)	dɛɛnd+ɛ	d ɛɛ n d + ɛ	7545	d ɛɛ n d + ɛ
14837	BonduSoNajamba	leave, abandon (sb, sth)	dɔg+ɛ	d ɔ g + ɛ	7538	d ɔ g + ɛ
14838	BonduSoNajamba	leave, abandon (sb, sth)	dɔg+ɛ	d ɔ g + ɛ	7538	d ɔ g + ɛ
14839	Nanga	leave, abandon (sb, sth)	dɔg+ɔ	d ɔ g + ɔ	7538	d ɔ g + ɔ
14840	Penange	leave, abandon (sb, sth)	dɛɛnd+ɛ	d ɛɛ n d + ɛ	7545	d ɛɛ n d + ɛ
14841	PergeTegu	leave, abandon (sb, sth)	tiw+ɛ	t i w + ɛ	7536	t i w + ɛ - - -
14842	TebulUre	leave, abandon (sb, sth)	dog+ɔ	d o g + ɔ	7538	d o g + ɔ
14843	Tiranige	leave, abandon (sb, sth)	diy+ɔ	d iy + ɔ	7550	d iy + ɔ
14844	TogoKan	leave, abandon (sb, sth)	dag+a	d a g + a	7542	d a g + a
14845	TommoSoTongoTongo	leave, abandon (sb, sth)	pad+a	p a d + a	7541	p a d + a
14846	ToroTegu	leave, abandon (sb, sth)	pas+a	p a s + a	7541	p a s + a
14847	YandaDom	leave, abandon (sb, sth)	dɔg+ɔ	d ɔ g + ɔ	7538	d ɔ g + ɔ
14848	YandaDom	leave, abandon (sb, sth)	bez+e	b e z + e	7541	b e z + e
14849	YornoSo	leave, abandon (sb, sth)	dag+a	d a g + a	7542	d a g + a
7081	BankanTey	left (hand, etc.)	banda+y	b a n d a + y	7551	b a n d a + y
7082	BenTey	left (hand, etc.)	bana+yⁿ	b a n a + yⁿ	7551	b a n - a + yⁿ
7083	DogulDomBendiely	left (hand, etc.)	nandaŋ	n a n d a ŋ	7553	n a - - - n d a ŋ - -
7084	DogulDomKundialang	left (hand, etc.)	naagnandaŋ+	n aa g n a n d a ŋ +	7553	n aa g n a n d a ŋ + -
7085	DonnoSo	left (hand, etc.)	naand+a	n aa n d + a	7556	n aa n d + a
7086	JamsayGourou	left (hand, etc.)	ban+a	b a n + a	7557	b a n - + a
7087	JamsayDouentza	left (hand, etc.)	ban+a	b a n + a	7557	b a n - + a
7088	Mombo	left (hand, etc.)	naag+a	n aa g + a	7559	n - aa g + a
7089	BonduSoNajamba	left (hand, etc.)	nanda+a	n a n d a + a	7553	n a - - - n d a - + a
7090	Nanga	left (hand, etc.)	bariy+ɛ	b a r iy + ɛ	7560	b a r iy + ɛ
7091	Penange	left (hand, etc.)	nwaag+a	n w aa g + a	7559	n w aa g + a
7092	PergeTegu	left (hand, etc.)	bal+a	b a l + a	7557	b a l - + a
7093	TebulUre	left (hand, etc.)	band+a	b a n d + a	7557	b a n d + a
7094	Tiranige	left (hand, etc.)	nɔɔnd+ɔ	n ɔɔ n d + ɔ	7556	n ɔɔ n d + ɔ
7095	TogoKan	left (hand, etc.)	nan+a	n a n + a	7556	n a n - + a
7096	TommoSoTongoTongo	left (hand, etc.)	naand+a	n aa n d + a	7556	n aa n d + a
7097	ToroTegu	left (hand, etc.)	barⁿiyⁿa	b a rⁿ iyⁿa	7560	b a rⁿ iyⁿa - -
7098	YandaDom	left (hand, etc.)	nand+a	n a n d + a	7556	n a n d + a
7099	YornoSo	left (hand, etc.)	nan+a	n a n + a	7556	n a n - + a
7100	YornoSo	left (hand, etc.)	balag+a	b a l a g + a	7570	b a l a g + a
1894	BankanTey	leg	ndɔsɔɔ	n d ɔ s ɔɔ	7571	n d ɔ s ɔɔ
1895	BenTey	leg	lɔsɔɔ	l ɔ s ɔɔ	7571	- l ɔ s ɔɔ
1896	Bunoge	leg	se	s e	7574	s e
1897	DogulDomKundialang	leg	naa+g	n aa + g	7573	n aa + g -
1898	DonnoSo	leg	kubɔ	k u b ɔ	7576	k u b ɔ
1899	DonnoSo	leg	anu	a n u	7582	a n u
1900	JamsayGourou	leg	kuwⁿ	k u wⁿ	7576	k u wⁿ -
1901	JamsayDouentza	leg	kɔɔ	k ɔɔ	7577	k ɔɔ
1902	BonduSoNajamba	leg	naa+go	n aa + g o	7573	n aa + g o
1903	Nanga	leg	lɔsɔ	l ɔ s ɔ	7571	- l ɔ s ɔ
1904	PergeTegu	leg	kuwɔ	k u w ɔ	7576	k u w ɔ
1907	TogoKan	leg	pa+ga	p a + g a	7581	p a + g a
1908	TommoSoTongoTongo	leg	anu	a n u	7582	a n u
1909	TomoKanDiangassagou	leg	kuba	k u b a	7576	k u b a
1910	TomoKanSegue	leg	kuba	k u b a	7576	k u b a
1911	ToroTegu	leg	kuwɔ	k u w ɔ	7576	k u w ɔ
1912	YandaDom	leg	naa	n aa	7573	n aa - - -
1913	YornoSo	leg	kubɔ	k u b ɔ	7576	k u b ɔ
12382	BankanTey	lend (an object, to sb)	lub+a+kaŋ	l u b + a + k a ŋ	7583	l u b + a + k a ŋ - -
12383	BenTey	lend (an object, to sb)	yer+i+ye	ye r + i + ye	7584	ye r + i + ye - - -
12384	JamsayDouentza	lend (an object, to sb)	lub+ɔ	l u b + ɔ	7586	l u b + ɔ
12385	Mombo	lend (an object, to sb)	yaad+ye	yaa d + ye	7587	yaa d + ye - - -
12386	BonduSoNajamba	lend (an object, to sb)	lubam+e	l u b a m + e	7585	l u b a m + e
12387	Nanga	lend (an object, to sb)	lub+ɛ	l u b + ɛ	7586	l u b + ɛ
12388	Nanga	lend (an object, to sb)	yor+i+ye	yo r + i + ye	7584	yo r + i + ye - - -
12389	PergeTegu	lend (an object, to sb)	yen+ge	ye n + g e	7589	ye n + g e
12390	TogoKan	lend (an object, to sb)	gɛŋ+ɛ	g ɛ ŋ + ɛ	7590	g ɛ ŋ + ɛ
12391	TommoSoTongoTongo	lend (an object, to sb)	yoor+u+kund+o	yoo r + u + k u n d + o	7591	yoo r + u + k u n d + o
12392	TommoSoTongoTongo	lend (an object, to sb)	yar+i+yɛm+ɔ	ya r + i + yɛ m + ɔ	7584	ya r + i + yɛ m + ɔ
12393	ToroTegu	lend (an object, to sb)	lub+a+karⁿ+a	l u b + a + k a rⁿ + a	7583	l u b + a + k a rⁿ + a
12394	YandaDom	lend (an object, to sb)	yod+u+ro	yo d + u + r o	7587	yo d + u + r o
12395	YornoSo	lend (an object, to sb)	yer+u+gɛɛm+u	ye r + u + g ɛɛ m + u	7594	ye r + u + g ɛɛ m + u
15288	BankanTey	let drop (load carried on head)	dɛz+i	d ɛ z + i	7595	d ɛ z + i
15289	BenTey	let drop (load carried on head)	dɛn+ji	d ɛ n + j i	7596	d ɛ n + j i
15290	JamsayDouentza	let drop (load carried on head)	kam+a+sun+uŋo	k a m + a + s u n + u ŋ o	7598	k a m + a + s u n + u ŋ o
15291	JamsayDouentza	let drop (load carried on head)	deɲ+e	d e ɲ + e	7596	d e ɲ + - e
15292	JamsayMondoro	let drop (load carried on head)	kam+a+sun+uŋo	k a m + a + s u n + u ŋ o	7598	k a m + a + s u n + u ŋ o
15293	Mombo	let drop (load carried on head)	sig+e+mi	s i g + e + m i	7600	s i g + e + m i
15294	BonduSoNajamba	let drop (load carried on head)	din+je	d i n + j e	7596	d i n + j e
15295	Nanga	let drop (load carried on head)	sɔg+ɔ	s ɔ g + ɔ	7600	s ɔ g + ɔ - - -
15296	PergeTegu	let drop (load carried on head)	dɛn+jɛ	d ɛ n + j ɛ	7596	d ɛ n + j ɛ
15297	TogoKan	let drop (load carried on head)	yug+o	yu g + o	7603	yu g + o
15298	TommoSoTongoTongo	let drop (load carried on head)	dɛm+mɛ	d ɛ m + m ɛ	7604	d ɛ m + m ɛ
15299	ToroTegu	let drop (load carried on head)	y+ⁿaŋa	y +ⁿ a ŋ a	7605	y +ⁿ a ŋ a
15300	YandaDom	let drop (load carried on head)	dem+ɛ	d e m + ɛ	7604	d e m + - ɛ
15301	YornoSo	let drop (load carried on head)	dɛɲ+ɛ	d ɛ ɲ + ɛ	7596	d ɛ ɲ + - ɛ
4261	BankanTey	lick	dɛ+ɛ	d ɛ + ɛ	7606	d ɛ - + ɛ
4262	BenTey	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4263	Bunoge	lick	dɛl+ɛ	d ɛ l + ɛ	7609	d ɛ l + ɛ
4264	DogulDomBendiely	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4265	DogulDomKundialang	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4266	DonnoSo	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4267	JamsayGourou	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4268	JamsayDouentza	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4269	Mombo	lick	nɛl+ɛ	n ɛ l + ɛ	7609	n ɛ l + ɛ
4270	BonduSoNajamba	lick	nɛg+ɛ	n ɛ g + ɛ	7608	n ɛ g + ɛ
4271	Nanga	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4272	Penange	lick	nɛl+ɛ	n ɛ l + ɛ	7609	n ɛ l + ɛ
4273	PergeTegu	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4274	TebulUre	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4275	Tiranige	lick	nɛl+ɔ	n ɛ l + ɔ	7609	n ɛ l + ɔ
4276	TogoKan	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4277	TommoSoTongoTongo	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4278	TomoKanSegue	lick	jɛʔ+ɛ	j ɛ ʔ + ɛ	7623	j ɛ ʔ + ɛ
4279	ToroTegu	lick	dɛg+a	d ɛ g + a	7606	d ɛ g + a
4280	YandaDom	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
4281	YornoSo	lick	dɛg+ɛ	d ɛ g + ɛ	7606	d ɛ g + ɛ
3056	Ampari	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3057	BankanTey	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3058	BenTey	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3059	Bunoge	lie down, go to bed	biiy+e	b iiy + e	7629	b iiy + e
3060	DogulDomKundialang	lie down, go to bed	biy+ye	b iy + ye	7629	b iy + ye
3061	DonnoSo	lie down, go to bed	unje+e	u n j e + e	7630	u n j e + e
3062	JamsayGourou	lie down, go to bed	is+e	i s + e	7631	i s + e
3063	JamsayDouentza	lie down, go to bed	iɲ+e	i ɲ + e	7631	i ɲ + e
3064	JamsayMondoro	lie down, go to bed	iɲ+e	i ɲ + e	7631	i ɲ + e
3065	Mombo	lie down, go to bed	biiy+e	b iiy + e	7629	b iiy + e
3066	BonduSoNajamba	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3067	Nanga	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3068	Penange	lie down, go to bed	biy+e	b iy + e	7629	b iy + e
3069	PergeTegu	lie down, go to bed	inj+e	i n j + e	7630	i n j - + e
3070	TebulUre	lie down, go to bed	be	b e	7638	b e
3071	Tiranige	lie down, go to bed	biy+o	b iy + o	7629	b iy + o
3072	Tiranige	lie down, go to bed	biiy+o	b iiy + o	7629	b iiy + o
3073	TogoKan	lie down, go to bed	imɛ+ɛ	i m ɛ + ɛ	7640	i m ɛ + ɛ
3074	TommoSoTongoTongo	lie down, go to bed	njonj+i+yo	n j o n j + i + yo	7641	n j o n j + i + yo
3075	TomoKanSegue	lie down, go to bed	my+ɛⁿ	m y + ɛⁿ	7642	m y + ɛⁿ
3076	ToroTegu	lie down, go to bed	is+e	i s + e	7631	i s + e
3077	YandaDom	lie down, go to bed	biy+o	b iy + o	7629	b iy + o
3078	YornoSo	lie down, go to bed	di+iⁿ	d i + iⁿ	7645	d i + iⁿ
7141	BankanTey	lift, pick up (sth) in one's hands	z+ɛ	z + ɛ	7646	z + ɛ
7142	BenTey	lift, pick up (sth) in one's hands	ay+i	ay + i	7647	ay + i
7143	Bunoge	lift, pick up (sth) in one's hands	dug+ɛ	d u g + ɛ	7649	d u g + ɛ
7144	DogulDomBendiely	lift, pick up (sth) in one's hands	yɛŋ+ɛ	yɛ ŋ + ɛ	7650	yɛ ŋ - + ɛ
7145	DogulDomKundialang	lift, pick up (sth) in one's hands	yɛŋ+ɛ	yɛ ŋ + ɛ	7650	yɛ ŋ - + ɛ
7146	DonnoSo	lift, pick up (sth) in one's hands	yɛŋ+ɛ	yɛ ŋ + ɛ	7650	yɛ ŋ - + ɛ
7147	JamsayDouentza	lift, pick up (sth) in one's hands	jɛɲ+ɛ	j ɛ ɲ + ɛ	7648	j ɛ ɲ + - ɛ
7148	JamsayDouentza	lift, pick up (sth) in one's hands	de+e	d e + e	7666	d e + e
7149	JamsayMondoro	lift, pick up (sth) in one's hands	jɛɲ+ɛ	j ɛ ɲ + ɛ	7648	j ɛ ɲ + - ɛ
7150	Mombo	lift, pick up (sth) in one's hands	gɛŋg+y+ɛ	g ɛ ŋ g + y + ɛ	7655	g ɛ ŋ g + y + ɛ
7151	BonduSoNajamba	lift, pick up (sth) in one's hands	jɛn+jɛ	j ɛ n + j ɛ	7648	j ɛ n + j ɛ
7152	Nanga	lift, pick up (sth) in one's hands	ay+i	ay + i	7647	ay + i
7153	Penange	lift, pick up (sth) in one's hands	nɛm+ɛ	n ɛ m + ɛ	7657	n ɛ m + ɛ
7154	PergeTegu	lift, pick up (sth) in one's hands	yɛŋg+ɛ	yɛ ŋ g + ɛ	7650	yɛ ŋ g + ɛ
7155	TebulUre	lift, pick up (sth) in one's hands	ɲa+a	ɲ a + a	7659	ɲ a - + a
7156	Tiranige	lift, pick up (sth) in one's hands	tɔg+ɔ	t ɔ g + ɔ	7649	t ɔ g + ɔ
7157	TogoKan	lift, pick up (sth) in one's hands	ɲaŋ+a	ɲ a ŋ + a	7659	ɲ a ŋ + a
7158	TommoSoTongoTongo	lift, pick up (sth) in one's hands	jeɲ+ɲe	j e ɲ + ɲ e	7648	j e ɲ + ɲ e
7159	ToroTegu	lift, pick up (sth) in one's hands	so	s o	7663	s o
7160	YandaDom	lift, pick up (sth) in one's hands	tog+o	t o g + o	7649	t o g + o
7161	YandaDom	lift, pick up (sth) in one's hands	to+o	t o + o	7649	t o - + o
7162	YandaDom	lift, pick up (sth) in one's hands	zɛn+ɛ	z ɛ n + ɛ	7648	z ɛ n + - ɛ
7163	YornoSo	lift, pick up (sth) in one's hands	geɲ+ɛ	g e ɲ + ɛ	7648	g e ɲ + - ɛ
6748	BankanTey	lightning flash (seen in sky)	bo+ndu+kɛ+rⁿii	b o + n d u + k ɛ + rⁿ ii	7667	b o + n d u + k ɛ + rⁿ ii
6749	BenTey	lightning flash (seen in sky)	bol+kɛrⁿi+yii	b o l + k ɛ rⁿ i + yii	7668	b o l + k ɛ rⁿ i + yii
6750	DogulDomBendiely	lightning flash (seen in sky)	yɛ+ndɛ	yɛ + n d ɛ	7670	yɛ + n d ɛ
6751	DogulDomBendiely	lightning flash (seen in sky)	alaayɛ+ndɛ	a l aayɛ + n d ɛ	7671	a l aayɛ + n d ɛ
6752	DogulDomKundialang	lightning flash (seen in sky)	alaayɛ+ndu	a l aayɛ + n d u	7671	a l aayɛ + n d u
6753	DonnoSo	lightning flash (seen in sky)	anagi+rugɛ+ndu	a n a g i + r u g ɛ + n d u	7672	a n a g i + r u g ɛ + n d u
6754	JamsayDouentza	lightning flash (seen in sky)	arⁿawa+y+ⁿ	a rⁿ a w a + y +ⁿ	7673	a rⁿ a w a + y +ⁿ
6755	JamsayDouentza	lightning flash (seen in sky)	arⁿama+siru	a rⁿ a m a + s i r u	7685	a rⁿ a m a + s i r u
6756	BonduSoNajamba	lightning flash (seen in sky)	mɛnɛ+mɛnɔɔ	m ɛ n ɛ + m ɛ n ɔɔ	7669	m ɛ n ɛ + m ɛ n ɔɔ
6757	Nanga	lightning flash (seen in sky)	bo+ndi+kɛɛ+yɛ	b o + n d i + k ɛɛ + yɛ	7667	b o + n d i + k ɛɛ + - yɛ
6758	Penange	lightning flash (seen in sky)	kumaa+ŋga+wee	k u m aa + ŋ g a + w ee	7675	k u m aa + ŋ g a + w ee
6759	PergeTegu	lightning flash (seen in sky)	arⁿawa+y+ⁿ	a rⁿ a w a + y +ⁿ	7673	a rⁿ a w a + y +ⁿ
6760	TebulUre	lightning flash (seen in sky)	cɛnii	c ɛ n ii	7677	c ɛ n ii
6761	Tiranige	lightning flash (seen in sky)	kiya+kiya	k iya + k iya	7678	k iya + k iya
6762	TogoKan	lightning flash (seen in sky)	ɲasa+ŋurⁿu	ɲ a s a + ŋ u rⁿ u	7679	ɲ a s a + ŋ u rⁿ u
6763	TommoSoTongoTongo	lightning flash (seen in sky)	anagi+reyɛ+ndu	a n a g i + r eyɛ + n d u	7672	a n a g i + r - - eyɛ + n d u
6764	ToroTegu	lightning flash (seen in sky)	kurɔ+walu	k u r ɔ + w a l u	7681	k u r ɔ + w a l u
6765	YandaDom	lightning flash (seen in sky)	arⁿuŋ+cɛrⁿii	a rⁿ u ŋ + c ɛ rⁿ ii	7682	a rⁿ u ŋ + c ɛ rⁿ ii
6766	YandaDom	lightning flash (seen in sky)	arⁿuŋ+cɛɛrⁿii	a rⁿ u ŋ + c ɛɛ rⁿ ii	7682	a rⁿ u ŋ + c ɛɛ rⁿ ii
6767	YornoSo	lightning flash (seen in sky)	arⁿagi+riye+nu	a rⁿ a g i + r iye + n u	7672	a rⁿ a g i + r - - iye + n - u
16315	BankanTey	lightweight	yɛmb+ɛ	yɛ m b + ɛ	7686	yɛ m b + ɛ
16316	BenTey	lightweight	ɲɛrⁿu	ɲ ɛ rⁿ u	7687	ɲ ɛ rⁿ u
16317	Bunoge	lightweight	yawyaw	ya w ya w	7689	ya w ya w - - - - -
16318	DogulDomBendiely	lightweight	ɛnɛn+ɛ	ɛ n ɛ n + ɛ	7690	ɛ n ɛ n + ɛ
16319	DogulDomKundialang	lightweight	yɛwul+u	yɛ w u l + u	7691	yɛ w u l + u
16320	DonnoSo	lightweight	wɛ+y	w ɛ + y	7692	w ɛ + y
16321	JamsayGourou	lightweight	ɲɛn	ɲ ɛ n	7693	ɲ ɛ n
16322	JamsayDouentza	lightweight	ɲɛn	ɲ ɛ n	7693	ɲ ɛ n
16323	JamsayMondoro	lightweight	ɲɛn	ɲ ɛ n	7693	ɲ ɛ n
16324	Mombo	lightweight	yawyawkann+i	ya w ya w k a nn + i	7689	ya w ya w k a nn + i
16325	BonduSoNajamba	lightweight	yɛriy+e	yɛ r iy + e	7688	yɛ r iy + e
16326	BonduSoNajamba	lightweight	yɛrɛwn+ɛ	yɛ r ɛ w n + ɛ	7706	yɛ r ɛ w n + ɛ
16327	Nanga	lightweight	ɛr+ⁿi	ɛ r +ⁿ i	7697	ɛ r +ⁿ i
16328	Penange	lightweight	yawyaw	ya w ya w	7689	ya w ya w - - - - -
16329	PergeTegu	lightweight	ɲɛrⁿu	ɲ ɛ rⁿ u	7687	ɲ ɛ rⁿ u
16330	Tiranige	lightweight	neeŋgor+a	n ee ŋ g o r + a	7700	n ee ŋ g o r + a
16331	TogoKan	lightweight	ɲɛrⁿu	ɲ ɛ rⁿ u	7687	ɲ ɛ rⁿ u
16332	TommoSoTongoTongo	lightweight	wɛ+y	w ɛ + y	7692	w ɛ + y
16333	ToroTegu	lightweight	ɛr+u	ɛ r + u	7697	ɛ r + u
16334	YandaDom	lightweight	ɛn	ɛ n	7693	- ɛ n
16335	YornoSo	lightweight	yol+o	yo l + o	7705	yo l + o
16336	YornoSo	lightweight	wɛ+y	w ɛ + y	7692	w ɛ + y
16999	BenTey	like this	ŋguga+yⁿ	ŋ g u g a + yⁿ	7707	ŋ g u g a + yⁿ
17000	Bunoge	like this	mɔnj+i	m ɔ n j + i	7709	m ɔ n j + i
17001	DogulDomBendiely	like this	ŋgiyaŋ	ŋ g iya ŋ	7710	ŋ - g iya ŋ
17002	DogulDomKundialang	like this	ogiyaŋ	o g iya ŋ	7710	- o g iya ŋ
17003	DonnoSo	like this	ŋgɔnji+i	ŋ g ɔ n j i + i	7712	ŋ g ɔ n j i + i
17004	JamsayDouentza	like this	nijin	n i j i n	7713	n i j i n
17005	BonduSoNajamba	like this	ŋgudan	ŋ g u d a n	7708	ŋ g u d a n - -
17006	Nanga	like this	ŋguma+yⁿ	ŋ g u m a + yⁿ	7707	ŋ g u m a + yⁿ
17007	Penange	like this	nɛn+i	n ɛ n + i	7715	n ɛ n + i
17008	PergeTegu	like this	ŋguɲ+ɛ	ŋ g u ɲ + ɛ	7708	ŋ g u - - ɲ + ɛ
17009	Tiranige	like this	mbɔr+ɔ	m b ɔ r + ɔ	7717	m b ɔ r + ɔ
17010	TogoKan	like this	nɔɔgiiⁿ	n ɔɔ g iiⁿ	7718	n ɔɔ g iiⁿ
17011	TommoSoTongoTongo	like this	noŋgon+i	n o ŋ g o n + i	7719	n o ŋ g o n + i
17012	ToroTegu	like this	ŋka+yⁿ	ŋ k a + yⁿ	7707	ŋ k - - a + yⁿ
17013	YandaDom	like this	ŋŋɔ+yⁿ	ŋŋ ɔ + yⁿ	7721	ŋŋ ɔ + yⁿ
17014	YornoSo	like this	nuŋin	n u ŋ i n	7713	n u ŋ i n
16982	Ampari	like, similar to	pin+i	p i n + i	7722	p i n + i
16983	BankanTey	like, similar to	ga+yⁿ	g a + yⁿ	7723	g a + yⁿ
16984	BenTey	like, similar to	ga+yⁿ	g a + yⁿ	7723	g a + yⁿ
16985	DogulDomBendiely	like, similar to	yaaŋ	yaa ŋ	7726	yaa ŋ
16986	DonnoSo	like, similar to	gin+ɛ	g i n + ɛ	7727	g i n + ɛ
16987	JamsayGourou	like, similar to	gin	g i n	7727	g i n - -
16988	JamsayDouentza	like, similar to	jin	j i n	7727	j i n - -
16989	JamsayMondoro	like, similar to	jin	j i n	7727	j i n - -
16990	Mombo	like, similar to	pim+a+kan+i	p i m + a + k a n + i	7731	p i m + a + k a n + i
16991	BonduSoNajamba	like, similar to	dan	d a n	7725	d a n
16992	Nanga	like, similar to	ma+yⁿ	m a + yⁿ	7732	m a + yⁿ
16993	PergeTegu	like, similar to	ga	g a	7723	g a - -
16994	TogoKan	like, similar to	gi+iⁿ	g i + iⁿ	7734	g i + iⁿ
16995	TommoSoTongoTongo	like, similar to	gen+i	g e n + i	7722	g e n + i
