ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT
12977	ToroTegu	choose, select (sth)	jɛs+a	j ɛ s + a	3048	j ɛ s + a
12978	YandaDom	choose, select (sth)	yɛmb+ɛ	yɛ m b + ɛ	3034	- yɛ m b + ɛ
12979	YornoSo	choose, select (sth)	yɛm+ɛ	yɛ m + ɛ	3034	- yɛ m - + ɛ
14287	BankanTey	chop down, cut down (tree, with ax)	diŋg+ir+i	d i ŋ g + i r + i	3053	d i ŋ g + i r + i
14288	BenTey	chop down, cut down (tree, with ax)	tɛr+ɛ	t ɛ r + ɛ	3054	t ɛ r + ɛ
14289	Bunoge	chop down, cut down (tree, with ax)	dub+yɛ	d u b + yɛ	3056	d u b + yɛ
14290	DogulDomBendiely	chop down, cut down (tree, with ax)	saŋ+ɛ	s a ŋ + ɛ	3057	s a ŋ + ɛ
14291	DonnoSo	chop down, cut down (tree, with ax)	lnmb+og+olo	l n m b + o g + o l o	3058	l n m b + o g + o l o
14292	JamsayGourou	chop down, cut down (tree, with ax)	tɛr+ɛ	t ɛ r + ɛ	3054	t ɛ r + ɛ
14293	JamsayDouentza	chop down, cut down (tree, with ax)	tɛr+ɛ	t ɛ r + ɛ	3054	t ɛ r + ɛ
14294	Mombo	chop down, cut down (tree, with ax)	kɛr+ɛ	k ɛ r + ɛ	3061	k ɛ r + ɛ
14295	BonduSoNajamba	chop down, cut down (tree, with ax)	jɔg+ɛ	j ɔ g + ɛ	3055	j ɔ g + ɛ
14296	Nanga	chop down, cut down (tree, with ax)	tɛr+ɛ	t ɛ r + ɛ	3054	t ɛ r + ɛ
14297	Nanga	chop down, cut down (tree, with ax)	deŋg+e	d e ŋ g + e	3065	d e ŋ g + e
14298	Penange	chop down, cut down (tree, with ax)	gun+je	g u n + j e	3063	g u n + j e
14299	PergeTegu	chop down, cut down (tree, with ax)	tɛr+ɛ	t ɛ r + ɛ	3054	t ɛ r + ɛ
14300	TebulUre	chop down, cut down (tree, with ax)	deŋg+e	d e ŋ g + e	3065	d e ŋ g + e
14301	Tiranige	chop down, cut down (tree, with ax)	dɛŋ+ɔ	d ɛ ŋ + ɔ	3065	d ɛ ŋ - + ɔ
14302	TogoKan	chop down, cut down (tree, with ax)	kɛj+ɛ	k ɛ j + ɛ	3061	k ɛ j + ɛ
14303	TommoSoTongoTongo	chop down, cut down (tree, with ax)	da+a	d a + a	3068	d a + a
14304	ToroTegu	chop down, cut down (tree, with ax)	tɛr+a	t ɛ r + a	3054	t ɛ r + a
14305	YandaDom	chop down, cut down (tree, with ax)	j+ɛ	j + ɛ	3070	j + ɛ
14306	YandaDom	chop down, cut down (tree, with ax)	deŋ+e	d e ŋ + e	3065	d e ŋ - + e
14307	YornoSo	chop down, cut down (tree, with ax)	jar+a	j a r + a	3071	j a r + a
14308	BenTey	chop, cut (firewood)	tel+e	t e l + e	3072	t e l + e - - - - - -
14309	Bunoge	chop, cut (firewood)	kɛr+ɛ	k ɛ r + ɛ	3073	k ɛ r + ɛ
14310	Bunoge	chop, cut (firewood)	par+a+ge	p a r + a + g e	3087	p a r + a + g e
14311	DonnoSo	chop, cut (firewood)	gum+mo	g u m + m o	3074	g u m + m o
14312	JamsayDouentza	chop, cut (firewood)	tɛr+ɛ	t ɛ r + ɛ	3072	t ɛ r + ɛ - - - - - -
14313	JamsayDouentza	chop, cut (firewood)	tɛr+ɛ+jar+a	t ɛ r + ɛ + j a r + a	3072	t ɛ r + ɛ + j a r + a
14314	Mombo	chop, cut (firewood)	sil+e+be	s i l + e + b e	3076	s i l + e + b e
14315	Nanga	chop, cut (firewood)	kɛs+ɛ	k ɛ s + ɛ	3077	k ɛ s + ɛ
14316	Penange	chop, cut (firewood)	kɛr+ɛ	k ɛ r + ɛ	3073	k ɛ r + ɛ
14317	PergeTegu	chop, cut (firewood)	tɛr+ɛ	t ɛ r + ɛ	3072	t ɛ r + ɛ - - - - - -
14318	TebulUre	chop, cut (firewood)	ked+e	k e d + e	3077	k e d + e
14319	Tiranige	chop, cut (firewood)	tɛl+ɔ	t ɛ l + ɔ	3072	t ɛ l + ɔ - - - - - -
14320	TogoKan	chop, cut (firewood)	kɛj+ɛ	k ɛ j + ɛ	3077	k ɛ j + ɛ
14321	TommoSoTongoTongo	chop, cut (firewood)	tin+u+tin+ɛ	t i n + u + t i n + ɛ	3083	t i n + u + t i n + ɛ
14322	ToroTegu	chop, cut (firewood)	tɛr+a	t ɛ r + a	3072	t ɛ r + a - - - - - -
14323	YandaDom	chop, cut (firewood)	deŋ+e	d e ŋ + e	3072	d e ŋ + e - - - - - -
14324	YornoSo	chop, cut (firewood)	kɛj+ɛ	k ɛ j + ɛ	3077	k ɛ j + ɛ
16190	Ampari	circle	tew	t e w	3088	t e w
16191	BankanTey	circle	de+nde+re	d e + n d e + r e	3089	d e + n d e + r e
16192	BenTey	circle	dele+re	d e l e + r e	3099	d e l e + r e
16193	BenTey	circle	ɔrⁿɔgɔ+ŋgi+yɛy	ɔ rⁿ ɔ g ɔ + ŋ g i + yɛy	3105	ɔ rⁿ ɔ g ɔ + ŋ g i + yɛy
16194	DogulDomBendiely	circle	koru+ŋ	k o r u + ŋ	3092	k o r u + ŋ
16195	DonnoSo	circle	koro	k o r o	3092	k o r o - -
16196	JamsayDouentza	circle	gɔŋɔ+rⁿɔlɔ+m	g ɔ ŋ ɔ + rⁿ ɔ l ɔ + m	3094	g ɔ ŋ ɔ + rⁿ ɔ l ɔ + m
16197	Mombo	circle	de+nde+le	d e + n d e + l e	3089	d e + n d e + l e
16198	BonduSoNajamba	circle	do+nde+l+ŋge	d o + n d e + l + ŋ g e	3091	d o + n d e + l + ŋ g e
16199	Nanga	circle	toro	t o r o	3096	t o r o
16200	Penange	circle	bagu+la+m	b a g u + l a + m	3097	b a g u + l a + m
16201	PergeTegu	circle	gɔ+ŋgu	g ɔ + ŋ g u	3098	g ɔ + ŋ g u
16202	Tiranige	circle	dole+le	d o l e + l e	3099	d o l e + l e
16203	TogoKan	circle	koru	k o r u	3092	k o r u - -
16204	TommoSoTongoTongo	circle	den+nele	d e n + n e l e	3101	d e n + n e l e
16205	ToroTegu	circle	delu+rey	d e l u + r ey	3099	d e l u + r ey
16206	YandaDom	circle	dene+le	d e n e + l e	3099	d e n e + l e
16207	YornoSo	circle	koru	k o r u	3092	k o r u - -
16208	YornoSo	circle	gɔŋu	g ɔ ŋ u	3092	g ɔ ŋ u - -
9120	BankanTey	clan (descended from one male ancestor)	bɔɔyi+tɛɛ	b ɔɔyi + t ɛɛ	3106	b ɔɔyi + t ɛɛ - - -
9121	BenTey	clan (descended from one male ancestor)	bɔɔyi+tɛɛ	b ɔɔyi + t ɛɛ	3106	b ɔɔyi + t ɛɛ - - -
9122	JamsayDouentza	clan (descended from one male ancestor)	tirɛa+rⁿa	t i r ɛa + rⁿ a	3108	t i r ɛa + rⁿ a
9123	Mombo	clan (descended from one male ancestor)	debu+go+ndo	d e b u + g o + n d o	3109	d e b u + g o + n d o
9124	Nanga	clan (descended from one male ancestor)	baayi+tɛ+gɛ	b aayi + t ɛ + g ɛ	3106	b aayi + t ɛ + g ɛ
9125	PergeTegu	clan (descended from one male ancestor)	baai+mbe+n	b aai + m b e + n	3111	b aai + m b e + n
9126	TogoKan	clan (descended from one male ancestor)	tirɛa+rⁿa	t i r ɛa + rⁿ a	3108	t i r ɛa + rⁿ a
9127	TommoSoTongoTongo	clan (descended from one male ancestor)	molu+giye+tumɔu+lu+m	m o l u + g iye + t u m ɔu + l u + m	3113	m o l u + g iye + t u m ɔu + l u + m
9128	TommoSoTongoTongo	clan (descended from one male ancestor)	tɔgu+tu+mɔ	t ɔ g u + t u + m ɔ	3116	t ɔ g u + t u + m ɔ
9129	TommoSoTongoTongo	clan (descended from one male ancestor)	baaulu+m	b aau l u + m	3114	b aau l u + m
9130	ToroTegu	clan (descended from one male ancestor)	bailo	b ai l o	3114	b ai l o - -
9131	YornoSo	clan (descended from one male ancestor)	wage+m	w a g e + m	3115	w a g e + m
3162	BenTey	claw, talon	lɔsɔ+siiⁿkɔ+wⁿrⁿi	l ɔ s ɔ + s iiⁿ k ɔ + wⁿ rⁿ i	3117	l ɔ s ɔ + s iiⁿ k ɔ + wⁿ rⁿ i
3163	DogulDomBendiely	claw, talon	kobulu+ŋ	k o b u l u + ŋ	3118	k o b u l u + ŋ
3164	DogulDomKundialang	claw, talon	kobu+luŋ	k o b u + l u ŋ	3119	k o b u + l u ŋ
3165	DonnoSo	claw, talon	kubɔ+say	k u b ɔ + s ay	3120	k u b ɔ + s ay
3166	JamsayDouentza	claw, talon	kɔɔkɔ+rⁿii+ⁿ	k ɔɔ k ɔ + rⁿ ii +ⁿ	3121	k ɔɔ k ɔ + rⁿ ii +ⁿ
3167	Nanga	claw, talon	lɔsɔ+kɛɛ	l ɔ s ɔ + k ɛɛ	3122	l ɔ s ɔ + k ɛɛ
3168	PergeTegu	claw, talon	kuwɔsi+ⁿ	k u w ɔ s i +ⁿ	3123	k u w ɔ s i +ⁿ
3169	TebulUre	claw, talon	laako+bili+yɛ	l aa k o + b i l i + yɛ	3124	l aa k o + b i l i + yɛ
3170	TommoSoTongoTongo	claw, talon	anusa+yko+bili+ye	a n u s a + y k o + b i l i + ye	3125	a n u s a + y k o + b i l i + ye
3171	TomoKanSegue	claw, talon	kuba+kwɛ+lɛ+ⁿ	k u b a + k w ɛ + l ɛ +ⁿ	3126	k u b a + k - w ɛ + l ɛ +ⁿ
3172	ToroTegu	claw, talon	kuwɔ+cew+rey	k u w ɔ + c e w + r ey	3127	k u w ɔ + c e w + r ey
3173	YandaDom	claw, talon	ko+mbi+l+ye	k o + m b i + l + ye	3128	k o + m b i + l + ye
3174	YornoSo	claw, talon	kubɔ+kobi+liy	k u b ɔ + k o b i + l iy	3126	k u b ɔ + k o b i + l iy -
5966	BankanTey	clay	ley	l ey	3129	l ey
5967	BenTey	clay	atay	a t ay	3130	a t ay
5968	DogulDomKundialang	clay	tara	t a r a	3132	t a r a - - - - -
5969	DonnoSo	clay	ya+gu	ya + g u	3133	- ya + g u
5970	JamsayDouentza	clay	atay	a t ay	3130	a t ay
5971	Mombo	clay	ɔgɔno+golo	ɔ g ɔ n o + g o l o	3135	ɔ g ɔ n o + g o l o
5972	BonduSoNajamba	clay	njaamu+goo	n j aa m u + g oo	3131	n j aa m u + g oo
5973	Nanga	clay	legi+pɔ+ndi	l e g i + p ɔ + n d i	3136	l e g i + p ɔ + n d i
5974	PergeTegu	clay	kat+tal	k a t + t a l	3137	k a t + t a l
5975	TebulUre	clay	le+gu	l e + g u	3133	l e + g u
5976	Tiranige	clay	bɛrɛ	b ɛ r ɛ	3139	b ɛ r ɛ
5977	TogoKan	clay	tarao+soro	t a r ao + s o r o	3132	t a r ao + s o r o
5978	TogoKan	clay	tara	t a r a	3132	t a r a - - - - -
5979	TommoSoTongoTongo	clay	unju+m	u n j u + m	3141	u n j u + m
5980	ToroTegu	clay	lɔgu+monu	l ɔ g u + m o n u	3142	l ɔ g u + m o n u
5981	YandaDom	clay	atay	a t ay	3130	a t ay
5982	YandaDom	clay	pɔ+ndɔ	p ɔ + n d ɔ	3146	p ɔ + n d ɔ
5983	YornoSo	clay	la+gu	l a + g u	3133	l a + g u
15665	BankanTey	cleanness	ɛs+ɛ	ɛ s + ɛ	3156	ɛ s + ɛ
15666	BenTey	cleanness	ɛs+ɛ	ɛ s + ɛ	3156	ɛ s + ɛ
15667	DogulDomBendiely	cleanness	ɛsɔɔ	ɛ s ɔɔ	3150	ɛ s ɔɔ - -
15668	DogulDomKundialang	cleanness	ɛsɔ+ɔ	ɛ s ɔ + ɔ	3150	ɛ s ɔ + ɔ
15669	DonnoSo	cleanness	ɛdɛɛd+ɛ	ɛ d ɛɛ d + ɛ	3152	ɛ d ɛɛ d + ɛ
15670	JamsayDouentza	cleanness	ɛj+ɛ	ɛ j + ɛ	3156	ɛ j + ɛ
15671	Mombo	cleanness	ɛjɛmuŋg+e	ɛ j ɛ m u ŋ g + e	3154	ɛ j ɛ m u ŋ g + e
15672	BonduSoNajamba	cleanness	ɛjɛn	ɛ j ɛ n	3149	ɛ j ɛ n
15673	Nanga	cleanness	ɛs+ɛ	ɛ s + ɛ	3156	ɛ s + ɛ
15674	PergeTegu	cleanness	ɛs+ɛ	ɛ s + ɛ	3156	ɛ s + ɛ
15675	TommoSoTongoTongo	cleanness	ɛsiy+e	ɛ s iy + e	3157	ɛ s iy + e
15676	TommoSoTongoTongo	cleanness	ɛdiy+e	ɛ d iy + e	3157	ɛ d iy + e
15677	TommoSoTongoTongo	cleanness	tɛŋgiy+e	t ɛ ŋ g iy + e	3162	t ɛ ŋ g iy + e
15678	ToroTegu	cleanness	ɛs+u	ɛ s + u	3156	ɛ s + u
15679	YandaDom	cleanness	ɛz+ɛ	ɛ z + ɛ	3156	ɛ z + ɛ
15680	YornoSo	cleanness	ɛj+ɛ	ɛ j + ɛ	3156	ɛ j + ɛ
12708	BankanTey	clever, astute, sly	ɛsɛr+ɛ	ɛ s ɛ r + ɛ	3163	ɛ s ɛ r + ɛ
12709	BenTey	clever, astute, sly	teregum	t e r e g u m	3164	t e r e g u m
12710	DogulDomKundialang	clever, astute, sly	saw	s a w	3166	s a w
12711	DonnoSo	clever, astute, sly	saw	s a w	3166	s a w
12712	JamsayDouentza	clever, astute, sly	sooŋ+o	s oo ŋ + o	3168	s oo ŋ - - + o
12713	BonduSoNajamba	clever, astute, sly	sɛm+ɛ	s ɛ m + ɛ	3165	s ɛ m + ɛ
12714	BonduSoNajamba	clever, astute, sly	sɛm+ɛ	s ɛ m + ɛ	3165	s ɛ m + ɛ
12715	Nanga	clever, astute, sly	ɛɛs+ɛ	ɛɛ s + ɛ	3169	ɛɛ s + ɛ
12716	Penange	clever, astute, sly	selal+a	s e l a l + a	3170	s e l a l + a
12717	Tiranige	clever, astute, sly	sɛmɛs+a	s ɛ m ɛ s + a	3171	s ɛ m ɛ s + a
12718	TogoKan	clever, astute, sly	soŋor+o	s o ŋ o r + o	3168	s o ŋ o r + o
12719	TommoSoTongoTongo	clever, astute, sly	saw	s a w	3166	s a w
12720	ToroTegu	clever, astute, sly	sow	s o w	3166	s o w
12721	YandaDom	clever, astute, sly	sɛm	s ɛ m	3165	s ɛ m - -
12722	YornoSo	clever, astute, sly	saw	s a w	3166	s a w
6905	Ampari	cloud	ɔrɔ	ɔ r ɔ	3172	ɔ r ɔ
6906	BankanTey	cloud	nanaa+rⁿay+ⁿ	n a n aa + rⁿ ay +ⁿ	3173	n a n aa + rⁿ ay +ⁿ
6907	BenTey	cloud	yar+kurɔ	ya r + k u r ɔ	3174	ya r + k u r ɔ - - - - -
6908	Bunoge	cloud	po+ndu	p o + n d u	3176	p o + n d u
6909	DogulDomBendiely	cloud	dagu+ŋ	d a g u + ŋ	3177	d a g u + ŋ
6910	DogulDomKundialang	cloud	dagu+ŋ	d a g u + ŋ	3177	d a g u + ŋ
6911	DonnoSo	cloud	anagu+lum+mɔ	a n a g u + l u m + m ɔ	3179	a n a g u + l u m + m ɔ
6912	JamsayGourou	cloud	kuru+wɔ	k u r u + w ɔ	3180	k u r u + w ɔ - -
6913	JamsayDouentza	cloud	kuru+wɔ	k u r u + w ɔ	3180	k u r u + w ɔ - -
6914	JamsayMondoro	cloud	kuru+wɔ	k u r u + w ɔ	3180	k u r u + w ɔ - -
6915	Mombo	cloud	ale	a l e	3183	a l e
6916	BonduSoNajamba	cloud	ku+nda+ku+ndaa	k u + n d a + k u + n d aa	3175	k u + n d a + k u + n d aa
6917	Nanga	cloud	yar+kumu+rⁿa	ya r + k u m u + rⁿ a	3174	ya r + k u m u + - - rⁿ a
6918	Penange	cloud	ale	a l e	3183	a l e
6919	PergeTegu	cloud	yar+kuku+kurɔ	ya r + k u k u + k u r ɔ	3174	ya r + k u k u + k u r ɔ
6920	Tiranige	cloud	aani	aa n i	3187	aa n i
6921	TogoKan	cloud	kuru+gɔ	k u r u + g ɔ	3180	k u r u + g ɔ - -
6922	TommoSoTongoTongo	cloud	kulu+m+mɔ	k u l u + m + m ɔ	3189	k u l u + m + m ɔ
6923	ToroTegu	cloud	kurɔ	k u r ɔ	3180	k u r ɔ - - - - -
6924	YandaDom	cloud	kuru+bara	k u r u + b a r a	3180	k u r u + b a r a
6925	YornoSo	cloud	kul+mɔ	k u l + m ɔ	3189	k u l - + - - m ɔ
9139	BenTey	club, association (of friends)	tutu+bunu+ŋgo+ymɔɔ+lii	t u t u + b u n u + ŋ g o + y m ɔɔ + l ii	3190	t u t u + b u n u + ŋ g o + y m ɔɔ + l ii
9140	Bunoge	club, association (of friends)	kabu+ŋge	k a b u + ŋ g e	3192	k a b u + ŋ g e
9141	Bunoge	club, association (of friends)	kabu+ge	k a b u + g e	3192	k a b u + - g e
9142	DogulDomKundialang	club, association (of friends)	mɔ+mbii+g	m ɔ + m b ii + g	3193	m ɔ + m b ii + g
9143	DonnoSo	club, association (of friends)	mɔɔ+ndu	m ɔɔ + n d u	3194	m ɔɔ + n d u - - -
9144	JamsayDouentza	club, association (of friends)	kada+ɣa	k a d a + ɣ a	3195	k a d a + ɣ a - - - - -
9145	BonduSoNajamba	club, association (of friends)	toobu+lu+m	t oo b u + l u + m	3191	t oo b u + l u + m
9146	Nanga	club, association (of friends)	kada+ga	k a d a + g a	3195	k a d a + g a - - - - -
9147	Penange	club, association (of friends)	kaa+ge	k aa + g e	3192	k aa - - + - g e
9148	Penange	club, association (of friends)	tɔw+ⁿ	t ɔ w +ⁿ	3200	t ɔ w - +ⁿ
9149	PergeTegu	club, association (of friends)	kadu+gamɔɔ+lu	k a d u + g a m ɔɔ + l u	3195	k a d u + g a m ɔɔ + l u
9150	TebulUre	club, association (of friends)	mɔɔ+ndu+gɔ	m ɔɔ + n d u + g ɔ	3194	m ɔɔ + n d u + g ɔ
9151	TommoSoTongoTongo	club, association (of friends)	toru	t o r u	3200	t o r u -
9152	ToroTegu	club, association (of friends)	bɔru+m	b ɔ r u + m	3201	b ɔ r u + m
9153	YandaDom	club, association (of friends)	mo+mbu	m o + m b u	3193	m o + m b u - -
9154	YornoSo	club, association (of friends)	kada+gamɔɔ+nu	k a d a + g a m ɔɔ + n u	3195	k a d a + g a m ɔɔ + n u
5199	DogulDomBendiely	coconut	koko	k o k o	3206	k o k o
5200	DogulDomKundialang	coconut	koko	k o k o	3206	k o k o
5201	PergeTegu	coconut	kookoo	k oo k oo	3206	k oo k oo
5202	Tiranige	coconut	kokoo	k o k oo	3206	k o k oo
5203	TogoKan	coconut	kako	k a k o	3206	k a k o
5204	TommoSoTongoTongo	coconut	koko	k o k o	3206	k o k o
5205	ToroTegu	coconut	kako	k a k o	3206	k a k o
5206	YandaDom	coconut	kokoo	k o k oo	3206	k o k oo
5207	YornoSo	coconut	kookoo	k oo k oo	3206	k oo k oo
12536	BankanTey	coin (general term)	kɛrɛ+ybɛ+bɛɛru	k ɛ r ɛ + y b ɛ + b ɛɛ r u	3207	k ɛ r ɛ + y b ɛ + b ɛɛ r u
12537	BenTey	coin (general term)	wɛc+cɛ	w ɛ c + c ɛ	3208	w ɛ c + c ɛ
12538	BenTey	coin (general term)	bubu+dusa+y	b u b u + d u s a + y	3211	b u b u + d u s a + y -
12539	Bunoge	coin (general term)	tɔ+ndi+ge+ɲɔ+ŋgɔ	t ɔ + n d i + g e + ɲ ɔ + ŋ g ɔ	3210	t ɔ + n d i + g e + ɲ ɔ + ŋ g ɔ
12540	DonnoSo	coin (general term)	bubu+dusay	b u b u + d u s ay	3211	b u b u + d u s ay - - -
12541	JamsayDouentza	coin (general term)	bubu+duuɲii+ⁿ	b u b u + d uu ɲ ii +ⁿ	3211	b u b u + d uu ɲ ii +ⁿ - -
12542	Mombo	coin (general term)	bubu+rusa+y	b u b u + r u s a + y	3211	b u b u + r u s a + y -
12543	BonduSoNajamba	coin (general term)	j	j	3209	j
12544	Nanga	coin (general term)	wɛsɛ	w ɛ s ɛ	3214	w ɛ s ɛ
12545	Nanga	coin (general term)	kɛɛrɛ+say	k ɛɛ r ɛ + s ay	3224	k ɛɛ r ɛ + s ay
12546	Penange	coin (general term)	wale+ɲɔ+ŋgɔ	w a l e + ɲ ɔ + ŋ g ɔ	3215	w a l e + ɲ ɔ + ŋ g ɔ
12547	PergeTegu	coin (general term)	bubu+dusɛ+y+ⁿ	b u b u + d u s ɛ + y +ⁿ	3211	b u b u + d u s ɛ + y +ⁿ
12548	Tiranige	coin (general term)	mɛn+ji	m ɛ n + j i	3217	m ɛ n + j i
12549	TogoKan	coin (general term)	bubu+duuju	b u b u + d uu j u	3211	b u b u + d uu j u - - -
12550	TommoSoTongoTongo	coin (general term)	buudui+nɛy	b uu d ui + n ɛy	3219	b uu d ui + n ɛy
12551	TommoSoTongoTongo	coin (general term)	buudu	b uu d u	3219	b uu d u - - -
12552	ToroTegu	coin (general term)	cɛruɔ+ri	c ɛ r uɔ + r i	3220	c ɛ r uɔ + r i
12553	ToroTegu	coin (general term)	ɔri	ɔ r i	3226	ɔ r i
12554	YandaDom	coin (general term)	bubu+dusaa	b u b u + d u s aa	3211	b u b u + d u s aa - - -
12555	YornoSo	coin (general term)	bubu+dusa+y	b u b u + d u s a + y	3211	b u b u + d u s a + y -
16761	Ampari	cold (e.g. water)	tam+a	t a m + a	3227	t a m - + a
16762	BankanTey	cold (e.g. water)	tam	t a m	3227	t a m - - -
16763	BenTey	cold (e.g. water)	tam	t a m	3227	t a m - - -
16764	Bunoge	cold (e.g. water)	tomb+o	t o m b + o	3227	t o m b + o
16765	DogulDomBendiely	cold (e.g. water)	kell+e	k e ll + e	3230	- k e ll + e
16766	DogulDomKundialang	cold (e.g. water)	kelleŋ+	k e ll e ŋ +	3233	k e ll e ŋ + -
16767	DonnoSo	cold (e.g. water)	kell+u	k e ll + u	3230	- k e ll + u
16768	JamsayGourou	cold (e.g. water)	tom	t o m	3227	t o m - - -
16769	JamsayDouentza	cold (e.g. water)	tom	t o m	3227	t o m - - -
16770	JamsayMondoro	cold (e.g. water)	tom	t o m	3227	t o m - - -
16771	Mombo	cold (e.g. water)	kel+o	k e l + o	3230	- k e l + o
16772	BonduSoNajamba	cold (e.g. water)	yegel+e	ye g e l + e	3230	ye g e l + e
16773	Nanga	cold (e.g. water)	tam+i	t a m + i	3227	t a m - + i
16774	Penange	cold (e.g. water)	tay+e	t ay + e	3240	t ay + e
16775	PergeTegu	cold (e.g. water)	tom	t o m	3227	t o m - - -
16776	TebulUre	cold (e.g. water)	ceele+e	c ee l e + e	3233	c ee l e - + e
16777	TebulUre	cold (e.g. water)	ceele+e	c ee l e + e	3233	c ee l e - + e
16778	Tiranige	cold (e.g. water)	temum	t e m u m	3243	t e m u m
16779	TogoKan	cold (e.g. water)	kel+u	k e l + u	3230	- k e l + u
16780	TommoSoTongoTongo	cold (e.g. water)	yegel+u	ye g e l + u	3230	ye g e l + u
16781	ToroTegu	cold (e.g. water)	tom	t o m	3227	t o m - - -
16782	YandaDom	cold (e.g. water)	keez+u	k ee z + u	3247	k ee z + u
16783	YornoSo	cold (e.g. water)	kaal	k aa l	3230	- k aa l - -
16784	YornoSo	cold (e.g. water)	kakalal	k a k a l a l	3250	k a k a l a l
8612	BankanTey	cold season, winter (January-March)	gɔyɔ+mbaa	g ɔyɔ + m b aa	3251	g ɔyɔ + m b aa
8613	BenTey	cold season, winter (January-March)	gɔyɔ	g ɔyɔ	3251	g ɔyɔ - - - -
8614	BenTey	cold season, winter (January-March)	gɔyɔ+maa	g ɔyɔ + m aa	3251	g ɔyɔ + m - aa
8615	Bunoge	cold season, winter (January-March)	waawaa+ri	w aa w aa + r i	3254	w aa w aa + - - r i
8616	Bunoge	cold season, winter (January-March)	waawa+gari	w aa w a + g a r i	3254	w aa w a + g a r i
8617	DogulDomKundialang	cold season, winter (January-March)	yɔmu+n	yɔ m u + n	3255	yɔ m u + n
8618	DonnoSo	cold season, winter (January-March)	yem+mewa+guru	ye m + m e w a + g u r u	3256	ye m + m e w a + g u r u
8619	JamsayGourou	cold season, winter (January-March)	ɲuɲu+wⁿode+y+ⁿ	ɲ u ɲ u + wⁿ o d e + y +ⁿ	3257	ɲ u ɲ u + wⁿ o d e + y +ⁿ
8620	JamsayDouentza	cold season, winter (January-March)	ɲiɲu+wⁿode+y+ⁿ	ɲ i ɲ u + wⁿ o d e + y +ⁿ	3257	ɲ i ɲ u + wⁿ o d e + y +ⁿ
8621	JamsayDouentza	cold season, winter (January-March)	ɲuɲu+wⁿode+y+ⁿ	ɲ u ɲ u + wⁿ o d e + y +ⁿ	3257	ɲ u ɲ u + wⁿ o d e + y +ⁿ
8622	Mombo	cold season, winter (January-March)	ɲima+li	ɲ i m a + l i	3259	ɲ i m a + l i
8623	BonduSoNajamba	cold season, winter (January-March)	gɔgu+mbaa	g ɔ g u + m b aa	3253	g ɔ g u + m b aa
8624	Nanga	cold season, winter (January-March)	gɔyɔ+waka+ti	g ɔyɔ + w a k a + t i	3260	g ɔyɔ + w a k a + t i
8625	Penange	cold season, winter (January-March)	male+koo	m a l e + k oo	3261	m a l e + k oo
8626	PergeTegu	cold season, winter (January-March)	ɲuɲu+wⁿodɛ+y+ⁿ	ɲ u ɲ u + wⁿ o d ɛ + y +ⁿ	3257	ɲ u ɲ u + wⁿ o d ɛ + y +ⁿ
8627	TebulUre	cold season, winter (January-March)	tam+gɔwa+gadu	t a m + g ɔ w a + g a d u	3263	t a m + g ɔ w a + g a d u
8628	Tiranige	cold season, winter (January-March)	temo+muge+waga+ti	t e m o + m u g e + w a g a + t i	3264	t e m o + m u g e + w a g a + t i
8629	TogoKan	cold season, winter (January-March)	ɲuɲu+dogu+ru	ɲ u ɲ u + d o g u + r u	3265	ɲ u ɲ u + d o g u + r u
8630	TommoSoTongoTongo	cold season, winter (January-March)	kala+luku+m+mɔ	k a l a + l u k u + m + m ɔ	3266	k a l a + l u k u + m + m ɔ
8631	ToroTegu	cold season, winter (January-March)	ɲɔɔ+ⁿ	ɲ ɔɔ +ⁿ	3267	ɲ ɔɔ +ⁿ
8632	ToroTegu	cold season, winter (January-March)	ɲɔwⁿɔ	ɲ ɔ wⁿ ɔ	3273	ɲ ɔ wⁿ ɔ
8633	YandaDom	cold season, winter (January-March)	gɔw	g ɔ w	3268	g ɔ w
8634	YornoSo	cold season, winter (January-March)	kaalii+waaru	k aa l ii + w aa r u	3269	k aa l ii + w aa r u
1411	BankanTey	collarbone (clavicle)	loko+laka+kirⁿe+y+ⁿ	l o k o + l a k a + k i rⁿ e + y +ⁿ	3274	l o k o + l a k a + k i rⁿ e + y +ⁿ
1412	BenTey	collarbone (clavicle)	kɔrɔ+cirⁿɛ+y+ⁿ	k ɔ r ɔ + c i rⁿ ɛ + y +ⁿ	3275	k ɔ r ɔ + c i rⁿ ɛ + y +ⁿ
1413	JamsayDouentza	collarbone (clavicle)	titɔ+wɔcee+ru	t i t ɔ + w ɔ c ee + r u	3277	t i t ɔ + w ɔ c ee + r u
1414	Mombo	collarbone (clavicle)	sɔlɔ+sipa+ŋga+gaawⁿe	s ɔ l ɔ + s i p a + ŋ g a + g aa wⁿ e	3278	s ɔ l ɔ + s i p a + ŋ g a + g aa wⁿ e
1415	BonduSoNajamba	collarbone (clavicle)	gen+jege+njee+kina+binii	g e n + j e g e + n j ee + k i n a + b i n ii	3276	g e n + j e g e + n j ee + k i n a + b i n ii
1416	Nanga	collarbone (clavicle)	nim+toŋo+miki+rⁿa	n i m + t o ŋ o + m i k i + rⁿ a	3279	n i m + t o ŋ o + m i k i + rⁿ a
1417	TommoSoTongoTongo	collarbone (clavicle)	ka+ŋga+m+ki+ye	k a + ŋ g a + m + k i + ye	3280	k a + ŋ g a + m + k i + ye
