# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
516	Mombo	chicken	síjà
517	BonduSoNajamba	chicken	kòkó+rò
518	BonduSoNajamba	chicken	kórò
519	Nanga	chicken	ɛ̀njɛ̂
520	Penange	chicken	sír+gà
521	PergeTegu	chicken	ɛ̀njɛ́
522	TebulUre	chicken	ɛ̀njɛ́
525	TogoKan	chicken	kò+gó
526	TommoSoTongoTongo	chicken	ɛ̀njɛ́
527	TomoKanDiangassagou	chicken	kù+gò
528	TomoKanSegue	chicken	kù+gò
529	ToroTegu	chicken	ɛ̀ⁿsá
530	ToroTegu	chicken	ɛ̀sá
531	YandaDom	chicken	ɛ̀dɛ̀
532	YornoSo	chicken	ɛ̀ɲɛ́
#
9343	BankanTey	chiefhood, status of being (traditional) chief	ɔ̌ɔ̌
9344	BenTey	chiefhood, status of being (traditional) chief	ɔ̌ɔ̌
9345	JamsayDouentza	chiefhood, status of being (traditional) chief	ɔ̀ɣɔ́
9346	Mombo	chiefhood, status of being (traditional) chief	pìréén+kálú+má
9347	BonduSoNajamba	chiefhood, status of being (traditional) chief	kíì
9348	Nanga	chiefhood, status of being (traditional) chief	ɔ̀+gɔ́
9349	PergeTegu	chiefhood, status of being (traditional) chief	ɔ̀+gɔ́
9350	TogoKan	chiefhood, status of being (traditional) chief	ɔ̀+gɔ́
9351	TommoSoTongoTongo	chiefhood, status of being (traditional) chief	ɔ́+gɔ́
9352	ToroTegu	chiefhood, status of being (traditional) chief	ɔ̀+gɔ́
9353	YornoSo	chiefhood, status of being (traditional) chief	ɔ̀+gɔ́
#
2448	BankanTey	chin	ɔ̀+mbɔ̂+y
2449	BenTey	chin	ò+mbô+y
2450	Bunoge	chin	ʔɔ́+ndɔ̀
2451	DogulDomBendiely	chin	ɔ́sɔ̀
2452	DogulDomKundialang	chin	ɔ̀sɔ́ɔ́
2453	DonnoSo	chin	bɛ̂ɛ̂
2454	JamsayGourou	chin	bɛ̌w
2455	JamsayDouentza	chin	bɛ̌w
2456	Mombo	chin	béé+ⁿ
2457	BonduSoNajamba	chin	a᷈a᷈
2458	Nanga	chin	ɔ̀ɔ̀+mbɔ̂
2459	Penange	chin	dɔ́m+jɔ̀
2460	TebulUre	chin	bèyàá
2461	Tiranige	chin	yéná
2462	TogoKan	chin	bɛ̀dò+nó
2463	TommoSoTongoTongo	chin	bɛ̀bɛ̀ɛ́
2464	TomoKanDiangassagou	chin	byàà+dò+ndè
2465	TomoKanSegue	chin	byàà+dò+ndò
2466	ToroTegu	chin	bɛ̌w
2467	YandaDom	chin	bìyà
2468	YornoSo	chin	bìbɛ̌ɛ̌
#
2715	BankanTey	choke (on one's food)	péŋg+íy+é
2716	BenTey	choke (on one's food)	péŋg+íy+é
2717	DogulDomKundialang	choke (on one's food)	páɲ+ɲè
2718	DonnoSo	choke (on one's food)	páŋɛ̀+ɛ̀
2719	JamsayDouentza	choke (on one's food)	sár+gá
2720	Mombo	choke (on one's food)	dúg+ú+ly+é+è
2721	BonduSoNajamba	choke (on one's food)	tìnd+ìy+è
2722	Nanga	choke (on one's food)	pɛ́ŋ+í+yⁿ+í
2723	Penange	choke (on one's food)	mɛ́g+ɛ́
2724	PergeTegu	choke (on one's food)	píŋg+íy+é
2725	TebulUre	choke (on one's food)	tínd+ììy+à
2726	TebulUre	choke (on one's food)	pén+jììy+à
2727	Tiranige	choke (on one's food)	tíŋg+ó
2728	TogoKan	choke (on one's food)	pàŋ+ú+páŋ+ì
2729	TommoSoTongoTongo	choke (on one's food)	pááŋ+í+yɛ́
2730	TomoKanDiangassagou	choke (on one's food)	py+ɛ́+ŋg+í
2731	TomoKanSegue	choke (on one's food)	pɛ̀ŋg+í
2732	ToroTegu	choke (on one's food)	péŋ+ó
2733	YandaDom	choke (on one's food)	pán+jɛ́
2734	YornoSo	choke (on one's food)	pááŋɛ́+ɛ́
#
12971	BankanTey	choose, select (sth)	z+ɔ́
12972	BenTey	choose, select (sth)	yɛ̀mb+ú
12973	Bunoge	choose, select (sth)	súb+ú+lè
12974	DogulDomBendiely	choose, select (sth)	yɛ̀mb+ɛ́
12975	DonnoSo	choose, select (sth)	yɛ́mb+ɛ̀
12976	JamsayDouentza	choose, select (sth)	ɲɛ̀m+ɛ́
12977	JamsayMondoro	choose, select (sth)	ɲɛ̀m+ɛ́
12978	Mombo	choose, select (sth)	ɲɛ́mb+ɛ́
12979	BonduSoNajamba	choose, select (sth)	sàmb+è
12980	BonduSoNajamba	choose, select (sth)	yɛ̀mb+ɛ́
12981	BonduSoNajamba	choose, select (sth)	súɓɛ́
12982	Nanga	choose, select (sth)	gɔ̌+ɔ̌
12983	Penange	choose, select (sth)	kíy+ɛ́
12984	PergeTegu	choose, select (sth)	yɛ̀mb+ɛ́
12985	Tiranige	choose, select (sth)	núg+ú+ló
12986	TogoKan	choose, select (sth)	ɲɛ̀m+ɛ́
12987	TommoSoTongoTongo	choose, select (sth)	yɛ̀mb+ɛ́
12988	ToroTegu	choose, select (sth)	jɛ̀s+á
12989	YandaDom	choose, select (sth)	yɛ̀mb+ɛ́
12990	YornoSo	choose, select (sth)	yɛ̀m+ɛ́
#
14298	BankanTey	chop down, cut down (tree, with ax)	dìŋg+ír+í
14299	BenTey	chop down, cut down (tree, with ax)	tɛ́r+ɛ́
14300	Bunoge	chop down, cut down (tree, with ax)	dúb+yɛ̀
14301	DogulDomBendiely	chop down, cut down (tree, with ax)	sàŋ+ɛ́
14302	DonnoSo	chop down, cut down (tree, with ax)	lnmb+òg+òló
14303	JamsayGourou	chop down, cut down (tree, with ax)	tɛ́r+ɛ́
14304	JamsayDouentza	chop down, cut down (tree, with ax)	tɛ́r+ɛ́
14305	Mombo	chop down, cut down (tree, with ax)	kɛ́r+ɛ́
14306	BonduSoNajamba	chop down, cut down (tree, with ax)	jɔ̀g+ɛ́
14307	Nanga	chop down, cut down (tree, with ax)	tɛ́r+ɛ́
14308	Nanga	chop down, cut down (tree, with ax)	dèŋg+é
14309	Penange	chop down, cut down (tree, with ax)	gún+jè
14310	PergeTegu	chop down, cut down (tree, with ax)	tɛ́r+ɛ́
14311	TebulUre	chop down, cut down (tree, with ax)	dèŋg+é
14312	Tiranige	chop down, cut down (tree, with ax)	dɛ́ŋ+ɔ́
14313	TogoKan	chop down, cut down (tree, with ax)	kɛ́j+ɛ́
14314	TommoSoTongoTongo	chop down, cut down (tree, with ax)	dà+á
14315	ToroTegu	chop down, cut down (tree, with ax)	tɛ́r+á
14316	YandaDom	chop down, cut down (tree, with ax)	j+ɛ́
14317	YandaDom	chop down, cut down (tree, with ax)	dèŋ+é
14318	YornoSo	chop down, cut down (tree, with ax)	jàr+á
#
14319	BenTey	chop, cut (firewood)	tél+é
14320	Bunoge	chop, cut (firewood)	kɛ́r+ɛ̀
14321	Bunoge	chop, cut (firewood)	pár+á+gè
14322	DonnoSo	chop, cut (firewood)	gùm+mó
14323	JamsayDouentza	chop, cut (firewood)	tɛ́r+ɛ́
14324	JamsayDouentza	chop, cut (firewood)	tɛ́r+ɛ́+jàr+á
14325	Mombo	chop, cut (firewood)	síl+é+bè
14326	Nanga	chop, cut (firewood)	kɛ́s+ɛ́
14327	Penange	chop, cut (firewood)	kɛ́r+ɛ́
14328	PergeTegu	chop, cut (firewood)	tɛ́r+ɛ́
14329	TebulUre	chop, cut (firewood)	kéd+é
14330	Tiranige	chop, cut (firewood)	tɛ́l+ɔ́
14331	TogoKan	chop, cut (firewood)	kɛ́j+ɛ́
14332	TommoSoTongoTongo	chop, cut (firewood)	tín+ú+tín+ɛ́
14333	ToroTegu	chop, cut (firewood)	tɛ́r+á
14334	YandaDom	chop, cut (firewood)	dèŋ+é
14335	YornoSo	chop, cut (firewood)	kɛ́j+ɛ́
#
16199	Ampari	circle	téw
16200	BankanTey	circle	dé+ndè+rè
16201	BenTey	circle	délé+ré
16202	BenTey	circle	ɔ̀rⁿɔ̀gɔ́+ŋgí+yɛ́y
16203	DogulDomBendiely	circle	kórù+ŋ
16204	DonnoSo	circle	kòró
16205	JamsayDouentza	circle	gɔ́ŋɔ́+rⁿɔ́lɔ́+m
16206	Mombo	circle	dé+ndé+lé
16207	BonduSoNajamba	circle	dó+ndè+l+ŋgè
16208	Nanga	circle	tòró
16209	Penange	circle	bàgù+là+m
16210	PergeTegu	circle	gɔ́+ŋgú
16211	Tiranige	circle	dólè+lé
16212	TogoKan	circle	kòrú
16213	TommoSoTongoTongo	circle	dén+nélé
16214	ToroTegu	circle	dèlù+rěy
16215	YandaDom	circle	dèné+lè
16216	YornoSo	circle	kòrú
16217	YornoSo	circle	gɔ̀ŋú
#
9120	BankanTey	clan (descended from one male ancestor)	bɔ̀ɔ̀yì+tɛ᷈ɛ᷈
9121	BenTey	clan (descended from one male ancestor)	bɔ̀ɔ̀yì+tɛ᷈ɛ᷈
9122	JamsayDouentza	clan (descended from one male ancestor)	tìrɛ̀à+rⁿá
9123	Mombo	clan (descended from one male ancestor)	dèbù+gó+ndó
9124	Nanga	clan (descended from one male ancestor)	bààyì+tɛ̀+gɛ̂
9125	PergeTegu	clan (descended from one male ancestor)	bààí+mbè+n
9126	TogoKan	clan (descended from one male ancestor)	tìrɛ̀à+rⁿá
9127	TommoSoTongoTongo	clan (descended from one male ancestor)	mòlu+gìyè+túmɔ́ù+lù+m
9128	TommoSoTongoTongo	clan (descended from one male ancestor)	tɔ̀gù+tú+mɔ́
9129	TommoSoTongoTongo	clan (descended from one male ancestor)	bààúlù+m
9130	ToroTegu	clan (descended from one male ancestor)	bàìló
9131	YornoSo	clan (descended from one male ancestor)	wàgé+m
#
3162	BenTey	claw, talon	lɔ̀sɔ̀+sììⁿkɔ̌+wⁿrⁿì
3163	DogulDomBendiely	claw, talon	kòbùlú+ŋ
3164	DogulDomKundialang	claw, talon	kóbù+lùŋ̀
3165	DonnoSo	claw, talon	kùbɔ̀+sàý
3166	JamsayDouentza	claw, talon	kɔ̀ɔ̀kɔ̀+rⁿíì+ⁿ
3167	Nanga	claw, talon	lɔ̀sɔ̀+kɛ̂ɛ̂
3168	PergeTegu	claw, talon	kùwɔ̀ší+ⁿ
3169	TebulUre	claw, talon	lààkò+bìlí+yɛ́
3170	TommoSoTongoTongo	claw, talon	ànùsà+ykò+bìlì+yé
3171	TomoKanSegue	claw, talon	kùbà+kwɛ̀+lɛ̀+ⁿ
3172	ToroTegu	claw, talon	kùwɔ̀+cèw+rěy
3173	YandaDom	claw, talon	kò+mbí+l+yè
3174	YornoSo	claw, talon	kùbɔ̀+kòbì+lìý
#
5966	BankanTey	clay	lěy
5967	BenTey	clay	àtây
5968	DogulDomKundialang	clay	tàrá
5969	DonnoSo	clay	yà+gú
5970	JamsayDouentza	clay	àtáy
5971	Mombo	clay	ɔ̀gɔ̀nó+góló
5972	BonduSoNajamba	clay	njààmù+góò
5973	Nanga	clay	lègì+pɔ́+ndì
5974	PergeTegu	clay	kát+tâl
5975	TebulUre	clay	lè+gú
5976	Tiranige	clay	bɛ́rɛ́
5977	TogoKan	clay	tàráó+sòrò
5978	TogoKan	clay	tàrá
5979	TommoSoTongoTongo	clay	ùnjú+m
5980	ToroTegu	clay	lɔ̀gù+mònú
5981	YandaDom	clay	àtây
5982	YandaDom	clay	pɔ̀+ndɔ̀
5983	YornoSo	clay	là+gú
#
15674	BankanTey	cleanness	ɛ́s+ɛ̀
15675	BenTey	cleanness	ɛ́s+ɛ̀
15676	DogulDomBendiely	cleanness	ɛ̀sɔ́ɔ̀
15677	DogulDomKundialang	cleanness	́ɛ́sɔ̀+ɔ̀
15678	DonnoSo	cleanness	ɛ̀dɛ̀ɛ́d+ɛ̀
15679	JamsayDouentza	cleanness	ɛ́j+ɛ̀
15680	Mombo	cleanness	ɛ́jɛ́múŋg+é
15681	BonduSoNajamba	cleanness	ɛ̀jɛ̌n
15682	Nanga	cleanness	ɛ́s+ɛ̂
15683	PergeTegu	cleanness	ɛ́s+ɛ̀
15684	TommoSoTongoTongo	cleanness	ɛ̀síy+é
15685	TommoSoTongoTongo	cleanness	ɛ̀díy+é
15686	TommoSoTongoTongo	cleanness	tɛ̀ŋgíy+é
15687	ToroTegu	cleanness	ɛ̀s+ú
15688	YandaDom	cleanness	ɛ́z+ɛ̀
15689	YornoSo	cleanness	ɛ́j+ɛ́
#
12719	BankanTey	clever, astute, sly	ɛ̀sɛ̀r+ɛ́
12720	BenTey	clever, astute, sly	tèrègúm
12721	DogulDomKundialang	clever, astute, sly	sǎw
12722	DonnoSo	clever, astute, sly	sǎw
12723	JamsayDouentza	clever, astute, sly	sòòŋ+ó
12724	BonduSoNajamba	clever, astute, sly	sɛ́m+ɛ̀
12725	BonduSoNajamba	clever, astute, sly	sɛ́m+ɛ̀
12726	Nanga	clever, astute, sly	ɛ̀ɛ̀s+ɛ́
12727	Penange	clever, astute, sly	sélál+á
12728	Tiranige	clever, astute, sly	sɛ́mɛ́s+á
12729	TogoKan	clever, astute, sly	sòŋòr+ó
12730	TommoSoTongoTongo	clever, astute, sly	sǎw
12731	ToroTegu	clever, astute, sly	sǒw
12732	YandaDom	clever, astute, sly	sɛ̌m
12733	YornoSo	clever, astute, sly	sǎw
#
6905	Ampari	cloud	ɔ̀rɔ̀
6906	BankanTey	cloud	nànàà+rⁿǎy+ⁿ
6907	BenTey	cloud	yàr+kùrɔ́
6908	Bunoge	cloud	pó+ndù
6909	DogulDomBendiely	cloud	dàgú+ŋ
6910	DogulDomKundialang	cloud	dàgú+ŋ
6911	DonnoSo	cloud	ànàgù+lùm+mɔ́
6912	JamsayGourou	cloud	kùrù+wɔ́
6913	JamsayDouentza	cloud	kùrù+wɔ́
6914	JamsayMondoro	cloud	kùrù+wɔ́
6915	Mombo	cloud	álè
6916	BonduSoNajamba	cloud	kù+ndà+kù+ndàá
6917	Nanga	cloud	yàr+kùmù+rⁿá
6918	Penange	cloud	àlè
6919	PergeTegu	cloud	yàr+kùkù+kúrɔ́
6920	Tiranige	cloud	áání
6921	TogoKan	cloud	kùrù+gɔ́
6922	TommoSoTongoTongo	cloud	kùlù+m+mɔ́
6923	ToroTegu	cloud	kùrɔ́
6924	YandaDom	cloud	kùrù+bàrà
6925	YornoSo	cloud	kùl+mɔ́
#
9139	BenTey	club, association (of friends)	tùtù+bùnù+ŋgò+ymɔ́ɔ́+líí
9140	Bunoge	club, association (of friends)	kàbù+ŋgè
9141	Bunoge	club, association (of friends)	kàbù+gè
9142	DogulDomKundialang	club, association (of friends)	mɔ́+mbìì+g
9143	DonnoSo	club, association (of friends)	mɔ́ɔ́+ndù
9144	JamsayDouentza	club, association (of friends)	kàdà+ɣá
9145	BonduSoNajamba	club, association (of friends)	tòòbú+lù+m
9146	Nanga	club, association (of friends)	kàdà+gá
9147	Penange	club, association (of friends)	káá+gé
9148	Penange	club, association (of friends)	tɔ̂w+ⁿ
9149	PergeTegu	club, association (of friends)	kàdù+gàmɔ́ɔ́+lú
9150	TebulUre	club, association (of friends)	mɔ́ɔ́+ndú+gɔ́
9151	TommoSoTongoTongo	club, association (of friends)	tòrú
9152	ToroTegu	club, association (of friends)	bɔ́rú+m
9153	YandaDom	club, association (of friends)	mó+mbú
9154	YornoSo	club, association (of friends)	kàdà+gàmɔ́ɔ́+nú
#
5199	DogulDomBendiely	coconut	kòkó
5200	DogulDomKundialang	coconut	kòkó
5201	PergeTegu	coconut	kòòkóò
5202	Tiranige	coconut	kòkóò
5203	TogoKan	coconut	kàkó
5204	TommoSoTongoTongo	coconut	kòkó
5205	ToroTegu	coconut	kàkó
5206	YandaDom	coconut	kòkóò
5207	YornoSo	coconut	kòòkóò
#
12547	BankanTey	coin (general term)	kɛ̀rɛ̀+ybɛ̀+bɛ̀ɛ̀rú
12548	BenTey	coin (general term)	wɛ́c+cɛ̀
12549	BenTey	coin (general term)	bùbù+dùsǎ+y
12550	Bunoge	coin (general term)	tɔ́+ndì+gé+ɲɔ̀+ŋgɔ̀
12551	DonnoSo	coin (general term)	bùbù+dùsàý
12552	JamsayDouentza	coin (general term)	bùbù+dùùɲíì+ⁿ
12553	Mombo	coin (general term)	bùbù+rùsâ+y
12554	BonduSoNajamba	coin (general term)	j
12555	Nanga	coin (general term)	wɛ́sɛ̂
12556	Nanga	coin (general term)	kɛ̀ɛ̀rɛ̀+sǎy
12557	Penange	coin (general term)	wàlè+ɲɔ̀+ŋgɔ̀
12558	PergeTegu	coin (general term)	bùbù+dùsɛ̌+y+ⁿ
12559	Tiranige	coin (general term)	mɛ́n+jí
12560	TogoKan	coin (general term)	bùbù+dùùjú
12561	TommoSoTongoTongo	coin (general term)	bùùdùì+nɛ̀ý
12562	TommoSoTongoTongo	coin (general term)	búùdù
12563	ToroTegu	coin (general term)	cɛ̀rùɔ̀+rí
12564	ToroTegu	coin (general term)	ɔ̀rí
12565	YandaDom	coin (general term)	bùbù+dùsàà
12566	YornoSo	coin (general term)	bùbù+dùsǎ+y
#
16770	Ampari	cold (e.g. water)	tàm+à
16771	BankanTey	cold (e.g. water)	tâm
16772	BenTey	cold (e.g. water)	tâm
16773	Bunoge	cold (e.g. water)	tòmb+ò
16774	DogulDomBendiely	cold (e.g. water)	kéll+è
16775	DogulDomKundialang	cold (e.g. water)	kéllèŋ+�
16776	DonnoSo	cold (e.g. water)	kèll+ú
16777	JamsayGourou	cold (e.g. water)	tôm
16778	JamsayDouentza	cold (e.g. water)	tôm
16779	JamsayMondoro	cold (e.g. water)	tôm
16780	Mombo	cold (e.g. water)	kél+ó
16781	BonduSoNajamba	cold (e.g. water)	yégèl+è
16782	Nanga	cold (e.g. water)	tám+î
16783	Penange	cold (e.g. water)	tày+è
16784	PergeTegu	cold (e.g. water)	tôm
16785	TebulUre	cold (e.g. water)	céélè+è
16786	TebulUre	cold (e.g. water)	céélè+è
16787	Tiranige	cold (e.g. water)	témúm
16788	TogoKan	cold (e.g. water)	kél+ú
16789	TommoSoTongoTongo	cold (e.g. water)	yégél+ú
16790	ToroTegu	cold (e.g. water)	tôm
16791	YandaDom	cold (e.g. water)	kèèz+ù
16792	YornoSo	cold (e.g. water)	káàl
16793	YornoSo	cold (e.g. water)	kákálál
#
8612	BankanTey	cold season, winter (January-March)	gɔ̀yɔ̀+mbàá
8613	BenTey	cold season, winter (January-March)	gɔ̀yɔ́
8614	BenTey	cold season, winter (January-March)	gɔ̀yɔ̀+màá
8615	Bunoge	cold season, winter (January-March)	wáàwáá+rì
8616	Bunoge	cold season, winter (January-March)	wáàwá+gárì
8617	DogulDomKundialang	cold season, winter (January-March)	yɔ̀mú+n
8618	DonnoSo	cold season, winter (January-March)	yèm+méwà+gùrù
8619	JamsayGourou	cold season, winter (January-March)	ɲùɲù+wⁿòdě+y+ⁿ
8620	JamsayDouentza	cold season, winter (January-March)	ɲìɲù+wⁿòdě+y+ⁿ
8621	JamsayDouentza	cold season, winter (January-March)	ɲùɲù+wⁿòdě+y+ⁿ
8622	Mombo	cold season, winter (January-March)	ɲímá+lì
8623	BonduSoNajamba	cold season, winter (January-March)	gɔ̀gù+mbàá
8624	Nanga	cold season, winter (January-March)	gɔ̀yɔ́+wáká+tì
8625	Penange	cold season, winter (January-March)	màlè+kóò
8626	PergeTegu	cold season, winter (January-March)	ɲùɲù+wⁿòdɛ̌+y+ⁿ
8627	TebulUre	cold season, winter (January-March)	tàm+gɔ̀wá+gádú
8628	Tiranige	cold season, winter (January-March)	témó+múgé+wàgà+tí
8629	TogoKan	cold season, winter (January-March)	ɲùɲù+dògù+rú
8630	TommoSoTongoTongo	cold season, winter (January-March)	kàlà+lùkù+m+mɔ́
8631	ToroTegu	cold season, winter (January-March)	ɲɔ̌ɔ̌+ⁿ
8632	ToroTegu	cold season, winter (January-March)	ɲɔ̀wⁿɔ́
8633	YandaDom	cold season, winter (January-March)	gɔ̀w
8634	YornoSo	cold season, winter (January-March)	kààlíì+wààrù
#
1411	BankanTey	collarbone (clavicle)	lòkò+làkà+kìrⁿě+y+ⁿ
1412	BenTey	collarbone (clavicle)	kɔ̀rɔ̀+cìrⁿɛ̌+y+ⁿ
1413	JamsayDouentza	collarbone (clavicle)	tìtɔ̀+wɔ̀cèè+rú
1414	Mombo	collarbone (clavicle)	sɔ́lɔ̀+sípá+ŋgà+gááwⁿè
1415	BonduSoNajamba	collarbone (clavicle)	gèn+jègè+njéè+kìnà+bìníí
1416	Nanga	collarbone (clavicle)	nìm+tòŋò+mìkì+rⁿá
1417	TommoSoTongoTongo	collarbone (clavicle)	kà+ŋgà+m+kì+yé
1418	ToroTegu	collarbone (clavicle)	wòwò+rěy
1419	YandaDom	collarbone (clavicle)	ànzù+kwàà+círⁿá
#
15838	BankanTey	color (as in what color?)	síì
15839	BenTey	color (as in what color?)	síì
15840	BenTey	color (as in what color?)	tɔ̌w
15841	Bunoge	color (as in what color?)	sì
15842	DogulDomBendiely	color (as in what color?)	kùlɛ́ɛ̀+r
15843	DonnoSo	color (as in what color?)	tɔ̀+gú
15844	JamsayDouentza	color (as in what color?)	síì
15845	JamsayDouentza	color (as in what color?)	tɔ̀+gú
15846	Mombo	color (as in what color?)	pé+ndí+rì
15847	BonduSoNajamba	color (as in what color?)	síì
15848	Nanga	color (as in what color?)	síì
15849	Penange	color (as in what color?)	síí
15850	PergeTegu	color (as in what color?)	bɔ́rⁿí+yⁿɔ̀+m
15851	TogoKan	color (as in what color?)	kúlɛ́ɛ́+rú
15852	TommoSoTongoTongo	color (as in what color?)	kúlɛ́ɛ̀+r
15853	ToroTegu	color (as in what color?)	síì
15854	YandaDom	color (as in what color?)	tɔ̀+gù
15855	YornoSo	color (as in what color?)	síì
#
14793	Ampari	come	ég+é
14794	BankanTey	come	w+ɔ́
14795	BenTey	come	y+ɛ̌
14796	Bunoge	come	ʔég+è
14797	DogulDomBendiely	come	mɛ̀n+ɛ́
14798	DonnoSo	come	yɛ̀l+ɛ́
14799	JamsayGourou	come	yɛ̀r+ɛ́
14800	JamsayDouentza	come	yɛ̀r+ɛ́
14801	JamsayMondoro	come	yɛ̀r+ɛ́
14802	Mombo	come	ég+é
14803	BonduSoNajamba	come	wè
14804	Nanga	come	yè+é
14805	Penange	come	ég+é
14806	PergeTegu	come	wà+á
14807	TebulUre	come	wɔ̌+ɔ̌
14808	Tiranige	come	yóg+ó
14809	TogoKan	come	yɛ̀r+ɛ́
14810	TommoSoTongoTongo	come	yɛ̀l+ɛ́
14811	TomoKanDiangassagou	come	yɛ̀l+ɛ̀
14812	ToroTegu	come	yèr+í
14813	YandaDom	come	wó
14814	YornoSo	come	wɛ̀l+ɛ́
#
7376	BankanTey	come near, approach (here)	wɔ́d+ɔ́
7377	BenTey	come near, approach (here)	yɛ̌d+ɔ̌
7378	DonnoSo	come near, approach (here)	yɛ̀l+ɛ́+dɔ̌+ɔ̌
7379	JamsayGourou	come near, approach (here)	yɛ̀r+ɛ́+dɔ́+ɔ́
7380	JamsayDouentza	come near, approach (here)	yɛ̀r+ɛ́+dɔ̌+ɔ̌
7381	Mombo	come near, approach (here)	dín+yɛ̂+ɛ̂
7382	BonduSoNajamba	come near, approach (here)	wénd+wɛ̂+ɛ̂
7383	Nanga	come near, approach (here)	yèédɔ̌+ɔ̌
7384	PergeTegu	come near, approach (here)	yɛ̀r+ɛ́+dɔ̌+ɔ̌
7385	Tiranige	come near, approach (here)	dɛ̀m+ɛ̀á+yó
7386	TogoKan	come near, approach (here)	tɔ́r+ɔ́+dɔ̌+ɔ̌
7387	TogoKan	come near, approach (here)	dɔ̀r+ɔ́+dɔ̌+ɔ̌
7388	TogoKan	come near, approach (here)	súj+ɔ́+dɔ̌+ɔ̌
7389	ToroTegu	come near, approach (here)	bɛ́l+á
7390	YandaDom	come near, approach (here)	wód+ɔ́
7391	YornoSo	come near, approach (here)	ńdɔ̌+ɔ̌
7392	YornoSo	come near, approach (here)	kódɔ̌+ɔ̌
#
9453	BenTey	command, be the chief	láám+ɛ́
9454	Bunoge	command, be the chief	lààm+ú+kán+ì
9455	DogulDomKundialang	command, be the chief	mâr+kán+è
9456	DonnoSo	command, be the chief	láám+ù+kán+à
9457	Mombo	command, be the chief	màr+à+kán+í
9458	BonduSoNajamba	command, be the chief	láám+ɛ́
9459	BonduSoNajamba	command, be the chief	mààm+è
9460	Nanga	command, be the chief	láám+ɛ́
9461	Penange	command, be the chief	láàm+kán
9462	PergeTegu	command, be the chief	láám+ɛ́
9463	TogoKan	command, be the chief	láám+ì
9464	TommoSoTongoTongo	command, be the chief	láám+á
9465	ToroTegu	command, be the chief	ɔ́gɔ́
9466	YandaDom	command, be the chief	láám+ɛ́
#
12487	BenTey	contribute (money), pay (dues)	sɛ́y+à
12488	Bunoge	contribute (money), pay (dues)	sɛ́g+ɛ̀
12489	DonnoSo	contribute (money), pay (dues)	sár+à
12490	JamsayGourou	contribute (money), pay (dues)	sɛ̀g+ú
12491	JamsayDouentza	contribute (money), pay (dues)	sɛ́g+ɛ́
12492	JamsayMondoro	contribute (money), pay (dues)	sɛ́g+ɛ́
12493	Mombo	contribute (money), pay (dues)	sɛ́g+ɛ́
12494	BonduSoNajamba	contribute (money), pay (dues)	mɔ̀mb+ɛ́
12495	Nanga	contribute (money), pay (dues)	sɛ́g+í
12496	Penange	contribute (money), pay (dues)	sɛ́g+ɛ́
12497	PergeTegu	contribute (money), pay (dues)	sɛ́g+ɛ́
12498	TebulUre	contribute (money), pay (dues)	mɔ̀ɔ̀nd+í
12499	TogoKan	contribute (money), pay (dues)	sɛ́g+ɛ́
12500	TommoSoTongoTongo	contribute (money), pay (dues)	sɛ́g+ɛ́
12501	ToroTegu	contribute (money), pay (dues)	sɛ́g+á
12502	YandaDom	contribute (money), pay (dues)	sɛ́g+ɛ́
12503	YornoSo	contribute (money), pay (dues)	sɛ́g+ɛ́
#
4899	BankanTey	cook (a meal)	bìr+ɛ́
4900	BenTey	cook (a meal)	bìr+ɛ́
4901	Bunoge	cook (a meal)	bál+è
4902	DogulDomKundialang	cook (a meal)	sír+ɛ̀
4903	DonnoSo	cook (a meal)	ɲàás+íí+rɛ̀
4904	JamsayGourou	cook (a meal)	bìr+ɛ́
4905	JamsayDouentza	cook (a meal)	sír+ɛ́
4906	Mombo	cook (a meal)	wúl+á+mì
4907	BonduSoNajamba	cook (a meal)	màn+è
4908	Nanga	cook (a meal)	dàŋ+í
4909	Penange	cook (a meal)	dɔ́ŋg+ɛ́
4910	PergeTegu	cook (a meal)	sír+ɛ́
4911	TebulUre	cook (a meal)	sír+í
4912	TogoKan	cook (a meal)	síír+ɛ́
4913	TommoSoTongoTongo	cook (a meal)	sír+ɛ́
4914	TomoKanSegue	cook (a meal)	síír+í
4915	ToroTegu	cook (a meal)	bìr+á
4916	YandaDom	cook (a meal)	mà+nú
4917	YornoSo	cook (a meal)	sír+ɛ́
#
4792	BankanTey	cooked, done (meat)	ìrɛ̌+y
4793	BenTey	cooked, done (meat)	ìrɛ̌+y
4794	Bunoge	cooked, done (meat)	bìl+ɛ̀
4795	JamsayDouentza	cooked, done (meat)	ìr+ɛ́
4796	Mombo	cooked, done (meat)	wúl+ɛ́
4797	BonduSoNajamba	cooked, done (meat)	dáán+à
4798	Nanga	cooked, done (meat)	ìr+ɛ́
4799	Penange	cooked, done (meat)	bɔ̀r+ɛ̀
4800	PergeTegu	cooked, done (meat)	ìr+ɛ́
4801	Tiranige	cooked, done (meat)	ílán+í
4802	TogoKan	cooked, done (meat)	ìr+ɛ́
4803	TommoSoTongoTongo	cooked, done (meat)	jàànd+ú
4804	TomoKanSegue	cooked, done (meat)	ʔìl+ɛ́
4805	ToroTegu	cooked, done (meat)	írúdàŋ+�
4806	YornoSo	cooked, done (meat)	ìl+ɛ́
#
6111	BenTey	copper alloys (yellowish)	mɛ́ɛ́níí
6112	PergeTegu	copper alloys (yellowish)	làrí+yà
