# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA
5702	TommoSoTongoTongo	gourd (no neck, small hole, for carrying water or sprinkling)	tàbà+dììkù+ndú
5703	ToroTegu	gourd (no neck, small hole, for carrying water or sprinkling)	kàsù+tóŋó
5704	YandaDom	gourd (no neck, small hole, for carrying water or sprinkling)	cɛ́+mɛ̀
5705	YornoSo	gourd (no neck, small hole, for carrying water or sprinkling)	kɛ́+mɛ́
#
8849	BankanTey	grandfather	pàá+m
8850	BenTey	grandfather	pàá
8851	Bunoge	grandfather	tòrì
8852	DogulDomBendiely	grandfather	bààbá
8853	DogulDomKundialang	grandfather	bààbáá
8854	DonnoSo	grandfather	bààbáà
8855	DonnoSo	grandfather	ànnáá+nà
8856	JamsayDouentza	grandfather	tìrɛ̀ǎ+n
8857	JamsayMondoro	grandfather	tìrɛ̀ǎ+n
8858	Mombo	grandfather	bábá
8859	Nanga	grandfather	pàwá
8860	Penange	grandfather	tòrì
8861	PergeTegu	grandfather	tírɛ́á+n
8862	TebulUre	grandfather	pàpá
8863	TebulUre	grandfather	pàbá
8864	Tiranige	grandfather	mbɔ̀ɔ̀
8865	TogoKan	grandfather	bàbáá
8866	TommoSoTongoTongo	grandfather	tìrɛ̀à+nná
8867	ToroTegu	grandfather	bàbá
8868	YandaDom	grandfather	bàbà
8869	YornoSo	grandfather	tìrɛ̀á+ynɛ́
#
8870	BankanTey	grandmother	sèsǐ+m
8871	BenTey	grandmother	sèsú
8872	BenTey	grandmother	sèsú+m
8873	Bunoge	grandmother	sèjì
8874	DogulDomBendiely	grandmother	ɔ̀bɛ́ɛ́yí
8875	DogulDomKundialang	grandmother	ɔ̀bɛ̌y
8876	DonnoSo	grandmother	ndààpǎ+y
8877	DonnoSo	grandmother	yàn+náánà
8878	JamsayDouentza	grandmother	tìrɛ̀+ɲɛ̌n
8879	Mombo	grandmother	sézí
8880	Nanga	grandmother	tèsí
8881	Penange	grandmother	sèjì
8882	PergeTegu	grandmother	tírɛ́+ɲán
8883	Tiranige	grandmother	mà+mà
8884	TogoKan	grandmother	nànáá
8885	TommoSoTongoTongo	grandmother	tìrɛ̀+yààná
8886	ToroTegu	grandmother	nàná
8887	YandaDom	grandmother	sèzù
8888	YornoSo	grandmother	tìrɛ̀+yàárⁿá
#
377	BankanTey	grass, herbs	bèrú
378	BankanTey	grass, herbs	sàwáà
379	BenTey	grass, herbs	bèrú
380	Bunoge	grass, herbs	kɔ́jì
381	DogulDomBendiely	grass, herbs	kɔ́ɔ́+gù
382	DogulDomKundialang	grass, herbs	kɔ̌ɔ̌+g
383	DogulDomKundialang	grass, herbs	bèlé
384	DonnoSo	grass, herbs	bèlé
385	JamsayDouentza	grass, herbs	ɔ̀yɔ́
386	Mombo	grass, herbs	bélé+ŋgè
387	BonduSoNajamba	grass, herbs	sɔ̌ɔ̌mɛ̀+ŋgò
388	Nanga	grass, herbs	bèrí
389	Nanga	grass, herbs	sàwâ
390	Penange	grass, herbs	kɔ́jí
391	PergeTegu	grass, herbs	ɔ̀yɔ́
392	TebulUre	grass, herbs	yɔ̀wá
393	Tiranige	grass, herbs	bél+ŋge
395	Tiranige	grass, herbs	kɔ́y
396	TogoKan	grass, herbs	gúgú+rú
397	TommoSoTongoTongo	grass, herbs	kèrú
398	TommoSoTongoTongo	grass, herbs	bèlú
399	TomoKanDiangassagou	grass, herbs	gùníí
400	TomoKanSegue	grass, herbs	gwì+ní
401	ToroTegu	grass, herbs	sɔ̀lɔ́
402	YandaDom	grass, herbs	ɔ̀à
403	YornoSo	grass, herbs	dɔ̀+gɔ́
#
969	BonduSoNajamba	grave, final resting place, spot where a corpse is buried	bǐỳn
970	TommoSoTongoTongo	grave, final resting place, spot where a corpse is buried	yìmn+jó
#
15926	Ampari	green	kɔ̀jíkòr+ò
15927	BankanTey	green	sàwàɔ̀rúm
15928	BenTey	green	sàwààɔ̀r+ú
15929	Bunoge	green	kɔ̀jíkàj+ì
15930	DogulDomBendiely	green	wɛ́ràŋ
15931	DogulDomKundialang	green	wɛ́rɛ̀ŋ+�
15932	DonnoSo	green	wɛ́r+ù
15933	JamsayGourou	green	ɔ̀yɔ̀ɔ̀r+ú
15934	JamsayDouentza	green	ɔ̀yɔ̀ɔ̀r+ú
15935	Mombo	green	kɔ́jíkól+ò
15936	BonduSoNajamba	green	wɛ́r+ɛ̀
15937	Nanga	green	sàwàɔ̀r+í
15938	Penange	green	kɔ̀jìkòl+ò
15939	PergeTegu	green	ɔ̀yɔ̀ɔ̀r+ú
15940	TebulUre	green	wɛ́rɛ̀+ɛ̀
15941	Tiranige	green	kɔ̀ykól+ó
15942	TogoKan	green	bèrùɔ̀r+ú
15943	TommoSoTongoTongo	green	wɛ́r+ú
15944	ToroTegu	green	sɔ̀lɔ̀ɔ̀r+ú
15945	YandaDom	green	vɛ̀r+ú
15946	YornoSo	green	wɛ́r
#
971	BenTey	grief (after a death)	cɛ̀lɛ̀+yɔ̌ɔ̌
972	JamsayDouentza	grief (after a death)	cɛ̀nɛ̀ɛ́ɛ́+ⁿ
973	BonduSoNajamba	grief (after a death)	kè+ndàà+ɲà+mí+n
974	Nanga	grief (after a death)	kɛ̀+ndɛ̀+kò+yó
975	TogoKan	grief (after a death)	kɛ̀nɛ̀+kɔ̌+ⁿ
976	TommoSoTongoTongo	grief (after a death)	kì+ndɛ̀+pá+rɛ́
977	ToroTegu	grief (after a death)	cɛ̀là+yí
978	YornoSo	grief (after a death)	kààlíì
979	YornoSo	grief (after a death)	kìnɛ̀+jî+m
#
13785	BankanTey	grip (stick, small object) in one's clenched hand	kúmb+íy+é
13786	BenTey	grip (stick, small object) in one's clenched hand	kúm+gów+àyí
13787	DonnoSo	grip (stick, small object) in one's clenched hand	kúmb+è+è
13788	JamsayDouentza	grip (stick, small object) in one's clenched hand	kúm+ó+jìn+é
13789	Mombo	grip (stick, small object) in one's clenched hand	kúm+mì
13790	BonduSoNajamba	grip (stick, small object) in one's clenched hand	kúmb+íy+gɛ̀l+íyɛ́
13791	Nanga	grip (stick, small object) in one's clenched hand	kúmb+íy+éàgíy+í
13792	PergeTegu	grip (stick, small object) in one's clenched hand	kúm+jó
13793	TogoKan	grip (stick, small object) in one's clenched hand	dìní+ì
13794	TommoSoTongoTongo	grip (stick, small object) in one's clenched hand	kúmb+íy+ó
13795	ToroTegu	grip (stick, small object) in one's clenched hand	kúm+í+yⁿ+ó
13796	YandaDom	grip (stick, small object) in one's clenched hand	kúmb+íy+ó
13797	YornoSo	grip (stick, small object) in one's clenched hand	kúmɛ́+ɛ́
#
13415	BankanTey	groan, moan (verb only)	dùr+ó
13416	BenTey	groan, moan (verb only)	dùr+ó
13417	Bunoge	groan, moan (verb only)	núj+è
13418	DonnoSo	groan, moan (verb only)	kɔ́m+ɛ̀
13419	JamsayGourou	groan, moan (verb only)	dùr+ó
13420	JamsayDouentza	groan, moan (verb only)	dùr+ó
13421	Mombo	groan, moan (verb only)	núz+é
13422	BonduSoNajamba	groan, moan (verb only)	ɲ+ɛ́
13423	Nanga	groan, moan (verb only)	dùr+ó
13424	Penange	groan, moan (verb only)	núj+é
13425	PergeTegu	groan, moan (verb only)	dùr+ó
13426	Tiranige	groan, moan (verb only)	núj+ó
13427	TogoKan	groan, moan (verb only)	dùr+ó
13428	TommoSoTongoTongo	groan, moan (verb only)	jímp+íy+é
13429	ToroTegu	groan, moan (verb only)	íwr+ó
13430	YandaDom	groan, moan (verb only)	dǔl+dùl+ó
13431	YornoSo	groan, moan (verb only)	pí+í
#
799	BankanTey	grow (plants)	kúy+ɛ́
800	BenTey	grow (plants)	kúy+ɔ́
801	DogulDomBendiely	grow (plants)	tɔ̀y+ɛ́
802	JamsayDouentza	grow (plants)	kɔ́+ɔ́
803	Mombo	grow (plants)	kwɛ́+ɛ́
804	BonduSoNajamba	grow (plants)	màŋg+í
805	Nanga	grow (plants)	kúy+ɔ́
806	PergeTegu	grow (plants)	màr+á
807	TogoKan	grow (plants)	kɔ́+ɔ́
808	TommoSoTongoTongo	grow (plants)	tìm+ɛ́+yííb+ɛ́
809	ToroTegu	grow (plants)	mɔ̀yⁿ+ɔ́
810	YandaDom	grow (plants)	íb+é
811	YornoSo	grow (plants)	kɔ́+ɔ́
#
13089	Mombo	guarding, watching over (e.g. a garden) (noun)	nɔ́d+yà
13090	TommoSoTongoTongo	guarding, watching over (e.g. a garden) (noun)	dóm+mú
#
2511	BankanTey	gums (flesh on outside of base of teeth)	ɲìrⁿɛ̀+nà+mâ
2512	BankanTey	gums (flesh on outside of base of teeth)	à+ndíì
2513	BenTey	gums (flesh on outside of base of teeth)	ìrⁿùnà+wⁿáà
2514	Bunoge	gums (flesh on outside of base of teeth)	ʔìní+nà+mà
2515	DogulDomKundialang	gums (flesh on outside of base of teeth)	ìnùnà+má
2516	DonnoSo	gums (flesh on outside of base of teeth)	ìnùnà+má
2517	JamsayDouentza	gums (flesh on outside of base of teeth)	ìrⁿènɔ̀+wⁿɔ́
2518	Mombo	gums (flesh on outside of base of teeth)	á+ndù
2519	BonduSoNajamba	gums (flesh on outside of base of teeth)	ìnɔ̀ɔ̀nà+máà
2520	BonduSoNajamba	gums (flesh on outside of base of teeth)	ìbìnà+máà
2521	Nanga	gums (flesh on outside of base of teeth)	nnènà+mâ
2522	Penange	gums (flesh on outside of base of teeth)	dɔ́+ndí
2523	PergeTegu	gums (flesh on outside of base of teeth)	ìrⁿènà+wⁿá
2524	TebulUre	gums (flesh on outside of base of teeth)	ìnnà+má
2525	Tiranige	gums (flesh on outside of base of teeth)	íní+ŋgé+nà+má
2526	TommoSoTongoTongo	gums (flesh on outside of base of teeth)	ìnùnà+má
2527	ToroTegu	gums (flesh on outside of base of teeth)	dà+má
2528	YandaDom	gums (flesh on outside of base of teeth)	ìnnà+mà
2529	YornoSo	gums (flesh on outside of base of teeth)	ɛ̀nnà+wⁿá
#
12092	BankanTey	half	tá+ŋgá
12093	BenTey	half	pɛ́cɛ́+rɛ̀
12094	BenTey	half	gà+mbú
12095	Bunoge	half	fɛ̀c+cɛ̀rɛ́
12096	DogulDomBendiely	half	bɛ̀n+ná
12097	DogulDomKundialang	half	pɛ́cɛ̀+rɛ̀
12098	DonnoSo	half	pɛ́jɛ̀+rɛ̀
12099	JamsayGourou	half	pɛ́kɛ́+rɛ̀
12100	JamsayDouentza	half	cìcɛ́+nɛ́
12101	JamsayMondoro	half	jɛ́rɛ̀
12102	Mombo	half	péké+rè
12103	BonduSoNajamba	half	béná+n
12104	Nanga	half	pɛ́jɛ́+rɛ̀
12105	Penange	half	fɛ́c+cɛ́rɛ̀
12106	PergeTegu	half	pɛ́kɛ́+rɛ̀
12107	TebulUre	half	pɛ́gɛ̀+rɛ̀
12108	Tiranige	half	pɛ̀c+cɛ̀rɛ́
12109	TogoKan	half	pɛ́jɛ́+rɛ́
12110	TommoSoTongoTongo	half	pɛ́jɛ̀
12111	ToroTegu	half	kàkà+rúkà
12112	ToroTegu	half	jérè
12113	ToroTegu	half	hèlú
12114	YandaDom	half	pɛ́jɛ̀+rɛ̀
12115	YornoSo	half	pɛ́jɛ̀+rɛ̀
#
15638	BankanTey	hammer (with straight wooden handle)	à+ndǎ+rkà
15639	BenTey	hammer (with straight wooden handle)	màr+tóò
15640	Bunoge	hammer (with straight wooden handle)	màr+tó
15641	DogulDomBendiely	hammer (with straight wooden handle)	màr+tó
15642	DonnoSo	hammer (with straight wooden handle)	màr+tóò
15643	JamsayDouentza	hammer (with straight wooden handle)	màr+tóò
15644	JamsayMondoro	hammer (with straight wooden handle)	dɔ̀ɔ̀+mɔ́
15645	BonduSoNajamba	hammer (with straight wooden handle)	màr+tóò
15646	Nanga	hammer (with straight wooden handle)	màtóò
15647	Penange	hammer (with straight wooden handle)	dàgù+dàgí+yè
15648	PergeTegu	hammer (with straight wooden handle)	màtóò
15649	Tiranige	hammer (with straight wooden handle)	màr+tów+ⁿ
15650	TogoKan	hammer (with straight wooden handle)	màrù+tóó
15651	TommoSoTongoTongo	hammer (with straight wooden handle)	màr+tó
15652	ToroTegu	hammer (with straight wooden handle)	à+ndǎ+rkà
15653	YandaDom	hammer (with straight wooden handle)	mààtóò
15654	YornoSo	hammer (with straight wooden handle)	màtóò
#
1788	Ampari	hand	nù+má
1789	BankanTey	hand	nàá
1790	BenTey	hand	nàá
1791	Bunoge	hand	nú+mɛ̀
1792	DogulDomBendiely	hand	nù+mɔ́
1793	DonnoSo	hand	nù+mɔ́
1794	JamsayDouentza	hand	nù+mó
1795	JamsayMondoro	hand	nù+mɔ́
1796	BonduSoNajamba	hand	nù+màá
1797	Nanga	hand	nàá
1798	Penange	hand	nwɛ̀ɛ̀
1799	Penange	hand	nɛ̀ɛ̀
1800	PergeTegu	hand	nùwⁿó
1801	TebulUre	hand	nù+màá
1804	TommoSoTongoTongo	hand	nù+mɔ́
1805	TomoKanDiangassagou	hand	nùmà+tà+gà
1806	TomoKanSegue	hand	nùmà+cà+ndà
1807	ToroTegu	hand	lɔ̀tɔ́
1808	YandaDom	hand	nù+mà
1809	YornoSo	hand	nɔ̌y+ⁿ
#
13648	BankanTey	hang (sth) up on a hook or nail	kɔ́l+í
13649	BenTey	hang (sth) up on a hook or nail	kɔ́l+í
13650	Bunoge	hang (sth) up on a hook or nail	jáŋg+è
13651	DogulDomKundialang	hang (sth) up on a hook or nail	gɔ̀nd+ùr+ɛ́
13652	DonnoSo	hang (sth) up on a hook or nail	gɔ̀nd+ɔ̀r+ɔ́
13653	JamsayGourou	hang (sth) up on a hook or nail	kól+ló
13654	JamsayDouentza	hang (sth) up on a hook or nail	kɔ́r+ɔ́
13655	JamsayMondoro	hang (sth) up on a hook or nail	kɔ́l+lɔ́
13656	Mombo	hang (sth) up on a hook or nail	gɔ́d+dɛ̀
13657	BonduSoNajamba	hang (sth) up on a hook or nail	gùb+ɛ́
13658	Nanga	hang (sth) up on a hook or nail	kɔ́r+í
13659	Penange	hang (sth) up on a hook or nail	gɔ́r+dɛ̀
13660	Penange	hang (sth) up on a hook or nail	yél+é
13661	PergeTegu	hang (sth) up on a hook or nail	kɔ́l+ɔ́
13662	TebulUre	hang (sth) up on a hook or nail	gù+bú
13663	Tiranige	hang (sth) up on a hook or nail	gúw+ɔ́
13664	TogoKan	hang (sth) up on a hook or nail	jèr+é
13665	TommoSoTongoTongo	hang (sth) up on a hook or nail	jèl+é
13666	ToroTegu	hang (sth) up on a hook or nail	gùt+ɔ́
13667	YandaDom	hang (sth) up on a hook or nail	kɔ́r+dɔ́
13668	YornoSo	hang (sth) up on a hook or nail	jèl+é
13669	YornoSo	hang (sth) up on a hook or nail	kɔ́l+ɔ́
#
12871	BankanTey	happy	kɛ̀ndɛ̀ɛ́rùm
12872	BankanTey	happy	húyàm
12873	BenTey	happy	cɛ̀lɛ̀ɛ́rìm
12874	BenTey	happy	cɛ̀lɛ̀ɛ́rùm
12875	DogulDomBendiely	happy	ɛ́llìy+ɔ̀
12876	JamsayDouentza	happy	cɛ̀nɛ̀érìn
12877	Mombo	happy	dòŋgònàɛ́ll+á
12878	BonduSoNajamba	happy	ɛ̀liy+è
12879	Nanga	happy	kɛ̀ndɛ̀ɛ́rìbàŋg+à
12880	Nanga	happy	síyés+ɛ̀
12881	PergeTegu	happy	kɛ́lɛ̀énn+ù
12882	TogoKan	happy	kɛ̀nɛ̀ɛ́l+ú
12883	TogoKan	happy	kɛ̀nɛ̀ɛ́lúbáŋ+á
12884	TommoSoTongoTongo	happy	kíndɛ́ɛ̀lɛ̀l+ú
12885	YandaDom	happy	cìndàɛ̀lj+ì
12886	YornoSo	happy	ìnɛ̀kínɛ́ɛ̀lɛ̀l
#
16040	BankanTey	hard (dry)	ma᷈+wⁿ
16041	BenTey	hard (dry)	mà+á
16042	DonnoSo	hard (dry)	mǎ+y
16043	JamsayDouentza	hard (dry)	mǎ+yⁿ
16044	BonduSoNajamba	hard (dry)	mǎyŋg+ò
16045	Nanga	hard (dry)	mà+á
16046	PergeTegu	hard (dry)	mǎ+yⁿ
16047	TommoSoTongoTongo	hard (dry)	máyyám
16048	TommoSoTongoTongo	hard (dry)	ɛ́ɛ́ⁿ
16049	TommoSoTongoTongo	hard (dry)	m+áá
16050	ToroTegu	hard (dry)	mǎ+yⁿ
16051	YornoSo	hard (dry)	mà+á
#
16016	BankanTey	hard, firm, solid, stiff (surface, object)	ma᷈+wⁿ
16017	BenTey	hard, firm, solid, stiff (surface, object)	ma᷈+wⁿ
16018	Bunoge	hard, firm, solid, stiff (surface, object)	ɲààŋ+ì
16019	DogulDomKundialang	hard, firm, solid, stiff (surface, object)	ɛ́gɛ̀ŋ+�
16020	DonnoSo	hard, firm, solid, stiff (surface, object)	tónn+ò
16021	JamsayGourou	hard, firm, solid, stiff (surface, object)	déŋ
16022	JamsayDouentza	hard, firm, solid, stiff (surface, object)	déŋ
16023	Mombo	hard, firm, solid, stiff (surface, object)	kéndékénd+ú
16024	BonduSoNajamba	hard, firm, solid, stiff (surface, object)	mǎyy+è
16025	Nanga	hard, firm, solid, stiff (surface, object)	márⁿî
16026	Nanga	hard, firm, solid, stiff (surface, object)	ɛ̌+ɛ̌
16027	Penange	hard, firm, solid, stiff (surface, object)	kàmm+ì
16028	PergeTegu	hard, firm, solid, stiff (surface, object)	mǎ+yⁿ
16029	TebulUre	hard, firm, solid, stiff (surface, object)	máng+ɔ̀
16030	TebulUre	hard, firm, solid, stiff (surface, object)	mánmb+ɔ̀
16031	Tiranige	hard, firm, solid, stiff (surface, object)	málán+í
16032	TogoKan	hard, firm, solid, stiff (surface, object)	mǎ
16033	TogoKan	hard, firm, solid, stiff (surface, object)	kég+ú
16034	TommoSoTongoTongo	hard, firm, solid, stiff (surface, object)	máyyám
16035	TommoSoTongoTongo	hard, firm, solid, stiff (surface, object)	ɛ́ɛ́ⁿ
16036	ToroTegu	hard, firm, solid, stiff (surface, object)	mǎw
16037	ToroTegu	hard, firm, solid, stiff (surface, object)	m̀bǎw
16038	YandaDom	hard, firm, solid, stiff (surface, object)	ʔə̀yⁿà+yⁿ
16039	YornoSo	hard, firm, solid, stiff (surface, object)	ɛ̌ɛ̌ⁿ
#
12767	BankanTey	hate (sb, a food, etc.)	tá
12768	BankanTey	hate (sb, a food, etc.)	wán+càk+áŋ
12769	BenTey	hate (sb, a food, etc.)	wáɲ+ɛ́
12770	Bunoge	hate (sb, a food, etc.)	kààl+à
12771	JamsayDouentza	hate (sb, a food, etc.)	wáɲ+á
12772	Mombo	hate (sb, a food, etc.)	wáɲ+ì+kán+í
12773	BonduSoNajamba	hate (sb, a food, etc.)	wáɲ+ɛ́
12774	Nanga	hate (sb, a food, etc.)	wáɲ+ɛ́
12775	Penange	hate (sb, a food, etc.)	nt+ɛ̀ɛ̀+kán+í
12776	Penange	hate (sb, a food, etc.)	kéy++là
12777	PergeTegu	hate (sb, a food, etc.)	wáɲ+ɛ́
12778	TebulUre	hate (sb, a food, etc.)	wáɲ+á
12779	TommoSoTongoTongo	hate (sb, a food, etc.)	wɛ̀d+ɛ́
12780	ToroTegu	hate (sb, a food, etc.)	w+ⁿáŋá
12781	YandaDom	hate (sb, a food, etc.)	wàɲ+à+lí
12782	YornoSo	hate (sb, a food, etc.)	tút+ú+tút+úìbɛ̀l+á
#
10820	BankanTey	have	yás+ó
10821	BenTey	have	yás+ó
10822	DogulDomKundialang	have	yèj+ó
10823	DogulDomKundialang	have	jò
10824	DonnoSo	have	yís+ɛ̀
10825	JamsayGourou	have	yɛ́s+á
10826	JamsayDouentza	have	sà
10827	Mombo	have	sá+á
10828	BonduSoNajamba	have	jóg+ò
10829	Nanga	have	yás+ò
10830	PergeTegu	have	yás+à
10831	TebulUre	have	yés+ɔ̀
10832	Tiranige	have	sá
10833	TogoKan	have	sà
10834	TommoSoTongoTongo	have	s+ɛ́
10835	ToroTegu	have	sá
10836	YandaDom	have	zò
10837	YandaDom	have	yàz+ó
#
9816	BankanTey	have fun, play, sing and dance	cɛ̀m+ì+rⁿɛ́cɛ́m+í+rⁿ+í
9817	BenTey	have fun, play, sing and dance	cɛ̀m+nɛ́c+ɛ́mn+ɛ́
9818	Bunoge	have fun, play, sing and dance	mɛ̀r+ɛ̀+gèm+érál+è
9819	DogulDomBendiely	have fun, play, sing and dance	kɛ́l+kɛ̀nd+ɛ́
9820	DogulDomKundialang	have fun, play, sing and dance	kɛ̌l+kɛ́ɛ́nd+ɛ̀
9821	DonnoSo	have fun, play, sing and dance	kèd+è+kéd+èkéd+è
9822	JamsayGourou	have fun, play, sing and dance	kɛ̀rⁿìwⁿɛ́kɛ́rⁿíwⁿ+ɛ́
9823	JamsayDouentza	have fun, play, sing and dance	cɛ̀rⁿɛ̀wⁿɛ́cɛ́rⁿɛ́wⁿ+ɛ́
9824	JamsayMondoro	have fun, play, sing and dance	cɛ̀rⁿɛ̀wⁿɛ́cɛ́rⁿɛ́wⁿ+ɛ́
9825	BonduSoNajamba	have fun, play, sing and dance	kèl+à+mb+ókél+ám
9826	Nanga	have fun, play, sing and dance	kɛ̀m+ì+rⁿɛ́kɛ́m+í+rⁿ+í
9827	Penange	have fun, play, sing and dance	mɛ̀r+ɔ̀+mɛ́r+ɛ́
9828	PergeTegu	have fun, play, sing and dance	kɛ̀m+nɛ́k+ɛ́mn+ɛ́
9829	TebulUre	have fun, play, sing and dance	cɛ̀m+nɛ́c+ɛ́mn+é+é
9830	Tiranige	have fun, play, sing and dance	nàj+ì+náj+ó
9831	TogoKan	have fun, play, sing and dance	kɛ̀r+ɛ́+kɛ́n+ì+ì
9832	TommoSoTongoTongo	have fun, play, sing and dance	kíl+ɛ́+mɔ́
9833	YandaDom	have fun, play, sing and dance	cɛ̀m+nàc+ɛ́mn+ɛ́
9834	YornoSo	have fun, play, sing and dance	yɔ́g+ɔ̀+rɔ̀y+ɔ̀gɔ́r+ɔ́
#
2132	Ampari	head	kòò
2133	BankanTey	head	kûkû
2134	BenTey	head	kûkû
2135	BenTey	head	kùtó+górò
2136	Bunoge	head	kò
2137	DogulDomBendiely	head	kíí+gù
2138	DogulDomKundialang	head	kíì+g
2139	DogulDomKundialang	head	dánàà
2140	DonnoSo	head	kûkû
2141	DonnoSo	head	dánà
2142	JamsayGourou	head	kúkú+ⁿ
2143	JamsayDouentza	head	dárⁿá
2144	JamsayDouentza	head	kúkú+ⁿ
2145	JamsayMondoro	head	kúkú+ⁿ
2146	Mombo	head	kóó
2147	BonduSoNajamba	head	kíì+ŋgè
2148	BonduSoNajamba	head	dánàà
2149	Nanga	head	kûkû
2150	Penange	head	kóó
2151	PergeTegu	head	kùkù+tógó+ró
2152	TebulUre	head	kú+gɔ́
2153	TebulUre	head	dànà+bá+ndá
2158	TogoKan	head	kùⁿkɛ́+nɛ́
2159	TogoKan	head	kú+ⁿ
2160	TogoKan	head	kùnú+góró
2161	TommoSoTongoTongo	head	kúú
2162	TommoSoTongoTongo	head	dáná
2163	TomoKanDiangassagou	head	gò+ndò
2164	TomoKanSegue	head	gò+ndò
2165	ToroTegu	head	kú
2166	ToroTegu	head	kùbó+nó
2167	YandaDom	head	dàrⁿà+bà+ndá
2168	YandaDom	head	kòtó+góró
2169	YandaDom	head	dàrⁿá
2170	YandaDom	head	kóó
2171	YornoSo	head	kûkû
2172	YornoSo	head	dárⁿá
#
10456	BankanTey	head cold	dúrù+mà
10457	BenTey	head cold	kìrⁿì+bɔ̀mɔ̌+y+ⁿ
10458	DogulDomKundialang	head cold	qqq
10459	JamsayDouentza	head cold	cìrⁿè+bɔ̀ɔ̀+mɔ́
10460	Mombo	head cold	álá+ndá
10461	BonduSoNajamba	head cold	bɔ̀+mbɔ̀+ŋgó
10462	Nanga	head cold	kìrⁿè+bɔ̀ɔ̀+mbɔ́
10463	PergeTegu	head cold	kìrⁿè+bɔ̀ɔ̀+mbɔ́
10464	TebulUre	head cold	cìnè+bɔ̀+mbɔ́
10465	TogoKan	head cold	kìrⁿì+bòò+mó
10466	TommoSoTongoTongo	head cold	kìnù+bɔ̀m+mɔ́
10467	ToroTegu	head cold	bɔ̀+mɔ́
10468	YandaDom	head cold	cìn+zàbɔ̀+mɔ̀
10469	YornoSo	head cold	kìn+bɔ̀+mɔ́
#
2059	BankanTey	head hair	kùkù+kùyá
2060	BenTey	head hair	kùkù+kùkù+yɔ́
2061	Bunoge	head hair	kóókù+lɛ̀
2062	DonnoSo	head hair	kùkù+kè+ŋgè+lé
2063	JamsayGourou	head hair	kùkùⁿ+kúrɔ́
2064	JamsayDouentza	head hair	kùkùⁿ+kúrɔ́
2065	Mombo	head hair	kóókú+lɛ̀
2066	BonduSoNajamba	head hair	kììkù+lɛ́
2067	Nanga	head hair	kùkù+kìyá
2068	Penange	head hair	kɔ̀ɔ̀+ŋgú+lɛ̀
2069	PergeTegu	head hair	kùkù+kúrɔ́
2070	TogoKan	head hair	kùⁿkú+rɔ́
2071	TommoSoTongoTongo	head hair	kù+ŋgù+lòý
2072	TomoKanDiangassagou	head hair	kùⁿkɛ̀+lɛ̀
2073	TomoKanSegue	head hair	kùⁿkù+lɛ̀
2074	ToroTegu	head hair	kùkú+rɔ́
2075	YandaDom	head hair	kòòkù+là
2076	YornoSo	head hair	kùkù+lìý
#
13260	Ampari	hear (sound, voice)	má+nù
13261	BankanTey	hear (sound, voice)	nú
13262	BenTey	hear (sound, voice)	nǔ
13263	Bunoge	hear (sound, voice)	núnd+è
13264	DogulDomBendiely	hear (sound, voice)	nùŋ+ɛ́
13265	DogulDomKundialang	hear (sound, voice)	nùŋ+ɛ́
13266	DonnoSo	hear (sound, voice)	ɛ́gɛ̀
13267	JamsayDouentza	hear (sound, voice)	áɣ+á
13268	JamsayMondoro	hear (sound, voice)	áɣ+á
13269	Mombo	hear (sound, voice)	núnd+é
13270	BonduSoNajamba	hear (sound, voice)	ŋw+ɛ̀
13271	Nanga	hear (sound, voice)	nǔ+yⁿ
13272	Penange	hear (sound, voice)	núnd+é
13273	PergeTegu	hear (sound, voice)	ɛ́gɛ́
13274	TebulUre	hear (sound, voice)	n+ɔ́
13275	Tiranige	hear (sound, voice)	nún+ú+nd+ó
13276	TogoKan	hear (sound, voice)	ɛ́gɛ́
13277	TommoSoTongoTongo	hear (sound, voice)	ɛ́gɛ́
13278	ToroTegu	hear (sound, voice)	ɛ́g+á
13279	YandaDom	hear (sound, voice)	n+ɔ́
13280	YornoSo	hear (sound, voice)	ɛ́gɛ́
#
1504	Ampari	heart	dòwⁿ+sè+mbè
1505	BankanTey	heart	kɛ̀+ndɛ̀+dú+wà
1506	BenTey	heart	cɛ̀lɛ̀+yíì
1507	Bunoge	heart	dò+ŋgò+bè
1508	DogulDomBendiely	heart	kì+ɲjɔ́+dò+nnɛ́
1509	DogulDomKundialang	heart	kìn+jɔ̀dò+néé
1510	DonnoSo	heart	kí+ndɛ̀
1511	JamsayGourou	heart	kɛ̀nɛ̀íì+ⁿ
1512	JamsayDouentza	heart	cɛ́nɛ̀
1513	Mombo	heart	dó+ŋgó+sí
1514	BonduSoNajamba	heart	kè+ndàà+só+sò+ròò
1515	Nanga	heart	kɛ̀+ndɛ̀+só+ró
1516	Penange	heart	dò+ŋgò+séè
1517	PergeTegu	heart	kɛ̀lɛ̀íì+ⁿ
1518	TebulUre	heart	cɛ̀+ndɛ̀+dù+gá+yɛ́
1519	Tiranige	heart	dò+ŋgò+sèé
1520	TogoKan	heart	kɛ̀nɛ̀+jó+gó
1521	TommoSoTongoTongo	heart	kì+ndɛ̀+dú+gɔ́
1522	TomoKanDiangassagou	heart	cɛ̀nɛ̀+nɛ̀y+ⁿ
1523	TomoKanSegue	heart	só+ⁿ
1524	ToroTegu	heart	cɛ̀là+tóŋó
1525	YandaDom	heart	cì+ndàà+ò+nò
